time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.4757,1,0.0,0.0,0.0,0.0112,0.0,1,stand
0.478,2,0.0001,0.0,-0.0,0.0097,0.004,1,stand
0.48,3,0.0001,0.0001,-0.0001,0.0097,0.005,1,stand
0.4822,4,0.0002,0.0002,-0.0002,0.0118,0.009,1,stand
0.4843,5,0.0003,0.0002,-0.0002,0.0118,0.01,1,stand
0.4865,6,0.0004,0.0003,-0.0003,0.0114,0.011,1,stand
0.4885,7,0.0005,0.0004,-0.0003,0.0114,0.012,1,stand
0.4907,8,0.0006,0.0004,-0.0004,0.0108,0.015,1,stand
0.4927,9,0.0006,0.0005,-0.0004,0.0108,0.016,1,stand
0.4949,10,0.0007,0.0005,-0.0005,0.0132,0.016,1,stand
0.497,11,0.0008,0.0006,-0.0005,0.0132,0.016,1,stand
0.4991,12,0.0008,0.0006,-0.0006,0.0127,0.018,1,stand
0.5011,13,0.0009,0.0007,-0.0006,0.0127,0.018,1,stand
0.5033,14,0.001,0.0007,-0.0007,0.0094,0.023,1,stand
0.5053,15,0.0011,0.0008,-0.0007,0.0094,0.024,1,stand
0.5075,16,0.0012,0.0009,-0.0008,0.0158,0.023,1,stand
0.5096,17,0.0012,0.0009,-0.0008,0.0158,0.023,1,stand
0.5118,18,0.0013,0.001,-0.0009,0.0104,0.027,1,stand
0.5138,19,0.0014,0.001,-0.0009,0.0104,0.027,1,stand
0.5161,20,0.0015,0.0011,-0.001,0.0127,0.037,1,stand
0.5195,21,0.0016,0.0012,-0.0011,0.0085,0.036,1,stand
0.5216,22,0.0017,0.0012,-0.0011,0.0085,0.036,1,stand
0.5238,23,0.0018,0.0013,-0.0012,0.0123,0.046,1,stand
0.5258,24,0.0018,0.0014,-0.0012,0.0123,0.046,1,stand
0.528,25,0.0019,0.0014,-0.0013,0.0115,0.053,1,stand
0.5301,26,0.002,0.0015,-0.0013,0.0115,0.053,1,stand
0.5323,27,0.0021,0.0015,-0.0015,0.0273,0.041,1,stand
0.5344,28,0.0022,0.0015,-0.0015,0.0273,0.041,1,stand
0.5365,29,0.0023,0.0016,-0.0016,0.0113,0.043,1,stand
0.5386,30,0.0023,0.0017,-0.0016,0.0113,0.043,1,stand
0.5408,31,0.0024,0.0017,-0.0017,0.0121,0.046,1,stand
0.5429,32,0.0025,0.0018,-0.0017,0.0121,0.046,1,stand
0.5451,33,0.0026,0.0018,-0.0018,0.0126,0.055,1,stand
0.5471,34,0.0026,0.0019,-0.0018,0.0126,0.055,1,stand
0.5493,35,0.0027,0.0019,-0.0019,0.0097,0.057,1,stand
0.5527,36,0.0029,0.002,-0.002,0.0126,0.052,1,stand
0.5547,37,0.0029,0.0021,-0.002,0.0126,0.052,1,stand
0.5569,38,0.003,0.0022,-0.0021,0.0215,0.042,1,stand
0.559,39,0.0031,0.0022,-0.0021,0.0215,0.042,1,stand
0.5612,40,0.0032,0.0023,-0.0022,0.0112,0.051,1,stand
0.5632,41,0.0032,0.0023,-0.0022,0.0112,0.051,1,stand
0.5654,42,0.0033,0.0024,-0.0023,0.0137,0.046,1,stand
0.5675,43,0.0034,0.0024,-0.0023,0.0137,0.046,1,stand
0.5697,44,0.0035,0.0025,-0.0024,0.0107,0.049,1,stand
0.5717,45,0.0035,0.0026,-0.0024,0.0107,0.049,1,stand
0.5739,46,0.0036,0.0026,-0.0025,0.0091,0.056,1,stand
0.5759,47,0.0037,0.0026,-0.0025,0.0091,0.056,1,stand
0.5781,48,0.0038,0.0027,-0.0026,0.0116,0.056,1,stand
0.5802,49,0.0038,0.0027,-0.0026,0.0116,0.056,1,stand
0.5826,50,0.0039,0.0028,-0.0027,0.0108,0.057,1,stand
0.5846,51,0.004,0.0028,-0.0027,0.0108,0.057,1,stand
0.5869,52,0.004,0.0029,-0.0028,0.0094,0.06,1,stand
0.5905,53,0.0041,0.0029,-0.0029,0.009,0.068,1,stand
0.5918,54,0.0042,0.003,-0.0029,0.009,0.068,1,stand
0.5949,55,0.0043,0.003,-0.003,0.0115,0.065,1,stand
0.5969,56,0.0043,0.0031,-0.003,0.0115,0.065,1,stand
0.5992,57,0.0044,0.0031,-0.0031,0.0108,0.073,1,stand
0.6018,58,0.0045,0.0032,-0.0032,0.0113,0.072,1,stand
0.6038,59,0.0045,0.0032,-0.0032,0.0113,0.072,1,stand
0.6078,60,0.0046,0.0033,-0.0033,0.0112,0.077,1,stand
0.6098,61,0.0047,0.0033,-0.0033,0.0112,0.077,1,stand
0.612,62,0.0048,0.0034,-0.0034,0.0139,0.073,1,stand
0.6156,63,0.0049,0.0034,-0.0035,0.0084,0.074,1,stand
0.6177,64,0.0049,0.0035,-0.0035,0.0084,0.074,1,stand
0.6202,65,0.005,0.0035,-0.0036,0.0126,0.074,1,stand
0.6227,66,0.0051,0.0035,-0.0036,0.0115,0.079,1,stand
0.6243,67,0.0051,0.0036,-0.0037,0.0115,0.079,1,stand
0.6267,68,0.0052,0.0036,-0.0037,0.0089,0.086,1,stand
0.6284,69,0.0052,0.0036,-0.0037,0.0089,0.086,1,stand
0.6304,70,0.0052,0.0036,-0.0038,0.0089,0.086,1,stand
0.6334,71,0.0053,0.0037,-0.0038,0.0129,0.09,1,stand
