time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.4718,1,0.0,0.0,0.0,0.1006,0.0,1,stand
0.474,2,0.001,0.0003,-0.0009,0.2263,0.029,1,walk
0.476,3,0.001,0.0003,-0.0009,0.2263,0.031,1,walk
0.4783,4,0.002,0.0008,-0.0018,0.236,0.082,1,walk
0.4803,5,0.002,0.0008,-0.0018,0.236,0.083,1,walk
0.4826,6,0.003,0.0012,-0.0028,0.2334,0.125,1,walk
0.4849,7,0.004,0.0015,-0.0037,0.2354,0.181,1,walk
0.4867,8,0.004,0.0015,-0.0037,0.2354,0.182,1,walk
0.4887,9,0.004,0.0015,-0.0038,0.2354,0.183,1,walk
0.4908,10,0.005,0.0018,-0.0047,0.2253,0.218,1,walk
0.4928,11,0.005,0.0018,-0.0047,0.2253,0.219,1,walk
0.4949,12,0.006,0.0022,-0.0056,0.2387,0.279,1,walk
0.4969,13,0.0061,0.0022,-0.0057,0.2387,0.28,1,walk
0.499,14,0.007,0.0025,-0.0066,0.2242,0.309,1,walk
0.501,15,0.007,0.0025,-0.0066,0.2242,0.31,1,walk
0.5031,16,0.008,0.0028,-0.0075,0.216,0.349,1,walk
0.5052,17,0.008,0.0028,-0.0075,0.216,0.349,1,walk
0.5073,18,0.009,0.0031,-0.0084,0.2289,0.393,1,walk
0.5093,19,0.009,0.0032,-0.0084,0.2289,0.394,1,walk
0.5114,20,0.0101,0.0036,-0.0094,0.2565,0.48,1,walk
0.5134,21,0.0101,0.0036,-0.0094,0.2565,0.48,1,walk
0.5157,22,0.0111,0.0039,-0.0104,0.2387,0.545,1,walk
0.5177,23,0.0111,0.0039,-0.0104,0.2387,0.546,1,walk
0.5199,24,0.012,0.0042,-0.0113,0.2139,0.585,1,walk
0.5219,25,0.0121,0.0042,-0.0113,0.2139,0.586,1,walk
0.5241,26,0.013,0.0045,-0.0122,0.2306,0.618,1,walk
0.5261,27,0.013,0.0046,-0.0122,0.2306,0.619,1,walk
0.5282,28,0.014,0.005,-0.0131,0.2369,0.677,1,walk
0.5303,29,0.014,0.005,-0.0131,0.2369,0.679,1,walk
0.5326,30,0.015,0.0053,-0.014,0.2231,0.758,1,walk
0.536,31,0.0159,0.0057,-0.0149,0.2335,0.824,1,walk
0.538,32,0.0159,0.0057,-0.0149,0.2335,0.825,1,walk
0.5402,33,0.0169,0.0061,-0.0158,0.2292,0.869,1,walk
0.5423,34,0.0169,0.0061,-0.0158,0.2292,0.871,1,walk
0.5444,35,0.0178,0.0065,-0.0166,0.2158,0.909,1,walk
0.5464,36,0.0178,0.0065,-0.0166,0.2158,0.91,1,walk
0.5487,37,0.0187,0.0068,-0.0174,0.2167,0.967,1,walk
0.5507,38,0.0187,0.0069,-0.0174,0.2167,0.967,1,walk
0.5529,39,0.0196,0.0072,-0.0182,0.2213,1.022,1,walk
0.5549,40,0.0196,0.0073,-0.0182,0.2213,1.022,1,walk
0.5571,41,0.0205,0.0077,-0.019,0.2267,1.071,1,walk
0.5592,42,0.0205,0.0077,-0.0189,0.2267,1.07,1,walk
0.5614,43,0.0213,0.0082,-0.0197,0.2185,1.134,1,walk
0.5635,44,0.0213,0.0082,-0.0197,0.2185,1.134,1,walk
0.5657,45,0.0221,0.0085,-0.0204,0.187,1.165,1,walk
0.5677,46,0.022,0.0085,-0.0203,0.187,1.163,1,walk
0.5699,47,0.023,0.009,-0.0212,0.2263,1.233,1,walk
0.572,48,0.0229,0.009,-0.0211,0.2263,1.23,1,walk
0.5742,49,0.0239,0.0095,-0.0219,0.2278,1.283,1,walk
0.5762,50,0.0238,0.0095,-0.0218,0.2278,1.281,1,walk
0.5787,51,0.0246,0.0099,-0.0225,0.1915,1.291,1,walk
0.582,52,0.0253,0.0103,-0.0231,0.1866,1.307,1,walk
0.584,53,0.0253,0.0103,-0.0231,0.1866,1.306,1,walk
0.5863,54,0.0261,0.0108,-0.0238,0.2134,1.353,1,walk
0.5883,55,0.0261,0.0108,-0.0237,0.2134,1.349,1,walk
0.5909,56,0.027,0.0115,-0.0245,0.2487,1.442,1,walk
0.5934,57,0.0279,0.0119,-0.0252,0.2119,1.478,1,walk
0.5953,58,0.0279,0.0118,-0.0253,0.2119,1.477,1,walk
0.5989,59,0.0288,0.0121,-0.0261,0.2039,1.495,1,walk
0.601,60,0.0288,0.012,-0.0262,0.2039,1.497,1,walk
0.6035,61,0.0297,0.0125,-0.027,0.2149,1.521,1,walk
