time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.5616,1,0.0,0.0,-0.0,0.2264,1.055,walk
0.5644,2,0.0009,0.0005,-0.0008,0.2282,1.002,walk
0.5654,3,0.0009,0.0005,-0.0008,0.2282,1.002,walk
0.5664,4,0.0009,0.0005,-0.0008,0.2282,1.002,walk
0.5684,5,0.0017,0.0009,-0.0015,0.1916,0.991,walk
0.5691,6,0.0017,0.0009,-0.0015,0.1916,0.991,walk
0.5698,7,0.0017,0.0009,-0.0015,0.1916,0.991,walk
0.5705,8,0.0017,0.0009,-0.0015,0.1916,0.991,walk
0.5715,9,0.0025,0.0013,-0.0022,0.1866,0.969,walk
0.5732,10,0.0025,0.0013,-0.0022,0.1866,0.969,walk
0.5739,11,0.0025,0.0013,-0.0022,0.1866,0.97,walk
0.5746,12,0.0025,0.0013,-0.0022,0.1866,0.97,walk
0.5756,13,0.0034,0.0018,-0.0029,0.2144,0.921,walk
0.5773,14,0.0034,0.0018,-0.0029,0.2144,0.921,walk
0.5781,15,0.0034,0.0018,-0.0029,0.2144,0.921,walk
0.5788,16,0.0034,0.0018,-0.0029,0.2144,0.922,walk
0.5798,17,0.0044,0.0024,-0.0037,0.2523,0.823,walk
0.5815,18,0.0044,0.0024,-0.0037,0.2523,0.823,walk
0.5822,19,0.0044,0.0024,-0.0037,0.2523,0.823,walk
0.5829,20,0.0044,0.0024,-0.0037,0.2523,0.823,walk
0.5839,21,0.0053,0.0029,-0.0044,0.2137,0.786,walk
0.5855,22,0.0053,0.0029,-0.0044,0.2137,0.786,walk
0.5862,23,0.0053,0.0029,-0.0044,0.2137,0.786,walk
0.5869,24,0.0053,0.0029,-0.0044,0.2137,0.786,walk
0.588,25,0.0061,0.0035,-0.0051,0.2043,0.768,walk
0.5898,26,0.0061,0.0035,-0.0051,0.2043,0.769,walk
0.5906,27,0.0061,0.0035,-0.0051,0.2043,0.769,walk
0.5914,28,0.0061,0.0035,-0.0051,0.2043,0.769,walk
0.5925,29,0.007,0.004,-0.0058,0.2167,0.748,walk
0.5945,30,0.007,0.004,-0.0058,0.2167,0.749,walk
0.5953,31,0.007,0.004,-0.0058,0.2167,0.749,walk
0.5973,32,0.0079,0.0046,-0.0064,0.2066,0.758,walk
0.5981,33,0.0079,0.0046,-0.0064,0.2066,0.758,walk
0.5989,34,0.0079,0.0046,-0.0064,0.2066,0.758,walk
0.5995,35,0.0079,0.0046,-0.0064,0.2066,0.759,walk
0.6015,36,0.0088,0.0052,-0.0071,0.2261,0.731,walk
0.6023,37,0.0088,0.0052,-0.0071,0.2261,0.731,walk
0.603,38,0.0088,0.0052,-0.0071,0.2261,0.732,walk
0.6037,39,0.0088,0.0052,-0.0071,0.2261,0.732,walk
0.6058,40,0.0093,0.0056,-0.0074,0.1149,0.886,walk
0.6065,41,0.0093,0.0056,-0.0074,0.1149,0.886,walk
0.6073,42,0.0093,0.0056,-0.0074,0.1149,0.886,walk
0.6081,43,0.0093,0.0056,-0.0074,0.1149,0.886,walk
0.6097,44,0.0101,0.0062,-0.008,0.2107,0.914,walk
0.611,45,0.0101,0.0062,-0.008,0.2107,0.914,walk
0.6119,46,0.0101,0.0062,-0.008,0.2107,0.915,walk
0.613,47,0.011,0.0068,-0.0087,0.2245,0.928,walk
0.6149,48,0.011,0.0068,-0.0087,0.2245,0.928,walk
0.6157,49,0.011,0.0068,-0.0087,0.2245,0.928,walk
0.6164,50,0.011,0.0068,-0.0087,0.2245,0.928,walk
0.6185,51,0.0119,0.0074,-0.0093,0.2113,0.959,walk
0.6193,52,0.0119,0.0074,-0.0093,0.2113,0.96,walk
0.62,53,0.0119,0.0074,-0.0093,0.2113,0.96,walk
0.6206,54,0.0119,0.0074,-0.0093,0.2113,0.96,walk
0.6228,55,0.0127,0.008,-0.0099,0.2092,0.977,walk
0.6235,56,0.0127,0.008,-0.0099,0.2092,0.977,walk
0.6242,57,0.0127,0.008,-0.0099,0.2092,0.977,walk
0.6252,58,0.0136,0.0088,-0.0104,0.2313,1.002,walk
0.6259,59,0.0136,0.0088,-0.0104,0.2313,1.003,walk
0.6275,60,0.0136,0.0088,-0.0104,0.2313,1.003,walk
0.6282,61,0.0136,0.0088,-0.0104,0.2313,1.003,walk
0.6289,62,0.0136,0.0088,-0.0104,0.2313,1.003,walk
0.6299,63,0.0145,0.0094,-0.011,0.2101,1.045,walk
0.6319,64,0.0145,0.0094,-0.011,0.2101,1.045,walk
0.6326,65,0.0145,0.0094,-0.011,0.2101,1.045,walk
0.6345,66,0.0154,0.0102,-0.0115,0.2339,1.05,walk
0.6352,67,0.0154,0.0102,-0.0115,0.2339,1.05,walk
0.6359,68,0.0154,0.0102,-0.0115,0.2339,1.05,walk
0.6366,69,0.0154,0.0102,-0.0115,0.2339,1.05,walk
0.6372,70,0.0154,0.0102,-0.0115,0.2339,1.05,walk
0.6394,71,0.0163,0.011,-0.012,0.23,1.084,walk
0.6401,72,0.0163,0.011,-0.012,0.23,1.084,walk
0.6407,73,0.0163,0.011,-0.012,0.23,1.084,walk
0.6414,74,0.0163,0.011,-0.012,0.23,1.084,walk
0.6433,75,0.0171,0.0117,-0.0125,0.2154,1.141,walk
0.644,76,0.0171,0.0117,-0.0125,0.2154,1.141,walk
0.6447,77,0.0171,0.0117,-0.0125,0.2154,1.141,walk
0.6454,78,0.0171,0.0117,-0.0125,0.2154,1.141,walk
0.6463,79,0.0181,0.0125,-0.013,0.2357,1.168,walk
0.6479,80,0.0181,0.0125,-0.013,0.2357,1.168,walk
0.6486,81,0.0181,0.0125,-0.013,0.2357,1.168,walk
0.6493,82,0.0181,0.0125,-0.013,0.2357,1.168,walk
0.6502,83,0.0196,0.0138,-0.0139,0.3815,1.246,walk
0.6518,84,0.0196,0.0138,-0.0139,0.3815,1.246,walk
0.6525,85,0.0196,0.0138,-0.0139,0.3815,1.246,walk
0.6532,86,0.0196,0.0138,-0.0139,0.3815,1.246,walk
0.6539,87,0.0196,0.0138,-0.0139,0.3815,1.246,walk
0.6559,88,0.0203,0.0145,-0.0143,0.1905,1.359,walk
0.6566,89,0.0203,0.0145,-0.0143,0.1905,1.359,walk
0.6573,90,0.0203,0.0145,-0.0143,0.1905,1.359,walk
0.658,91,0.0203,0.0145,-0.0143,0.1905,1.359,walk
0.6599,92,0.0214,0.0155,-0.0147,0.2749,1.319,walk
0.6608,93,0.0214,0.0155,-0.0147,0.2749,1.319,walk
0.6618,94,0.0214,0.0155,-0.0147,0.2749,1.319,walk
0.663,95,0.0222,0.0163,-0.0151,0.214,1.393,walk
0.6649,96,0.0222,0.0163,-0.0151,0.214,1.393,walk
0.6657,97,0.0222,0.0163,-0.0151,0.214,1.392,walk
0.6664,98,0.0222,0.0163,-0.0151,0.214,1.392,walk
0.6684,99,0.0229,0.017,-0.0154,0.1945,1.51,walk
0.6691,100,0.0229,0.017,-0.0154,0.1945,1.51,walk
0.6698,101,0.0229,0.017,-0.0154,0.1945,1.51,walk
0.6704,102,0.0229,0.017,-0.0154,0.1945,1.51,walk
0.6724,103,0.0239,0.0179,-0.0158,0.2562,1.573,walk
0.6731,104,0.0239,0.0179,-0.0158,0.2562,1.573,walk
0.6738,105,0.0239,0.0179,-0.0158,0.2562,1.573,walk
0.6745,106,0.0239,0.0179,-0.0158,0.2562,1.573,walk
0.6755,107,0.0249,0.0189,-0.0162,0.2501,1.52,walk
0.6772,108,0.0249,0.0189,-0.0162,0.2501,1.52,walk
0.6779,109,0.0249,0.0188,-0.0162,0.2501,1.519,walk
0.6786,110,0.0249,0.0188,-0.0162,0.2501,1.519,walk
0.6797,111,0.026,0.0199,-0.0166,0.2859,1.533,walk
0.6814,112,0.0259,0.0199,-0.0166,0.2859,1.533,walk
0.6822,113,0.0259,0.0199,-0.0166,0.2859,1.533,walk
0.6829,114,0.0259,0.0199,-0.0166,0.2859,1.533,walk
0.6848,115,0.0268,0.0208,-0.017,0.2282,1.626,walk
0.6855,116,0.0268,0.0208,-0.017,0.2282,1.626,walk
0.6862,117,0.0268,0.0208,-0.017,0.2282,1.626,walk
0.6869,118,0.0268,0.0208,-0.017,0.2282,1.626,walk
0.6878,119,0.0275,0.0215,-0.0172,0.1778,1.772,walk
0.6895,120,0.0275,0.0215,-0.0172,0.1778,1.772,walk
0.6903,121,0.0275,0.0215,-0.0172,0.1778,1.772,walk
0.6911,122,0.0275,0.0215,-0.0172,0.1778,1.772,walk
0.6925,123,0.0284,0.0224,-0.0175,0.2418,1.88,walk
0.6939,124,0.0284,0.0224,-0.0175,0.2418,1.88,walk
0.6947,125,0.0284,0.0224,-0.0175,0.2418,1.88,walk
