time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.569,1,0.0009,0.0003,-0.0009,0.2261,0.662,walk
0.5707,2,0.0009,0.0003,-0.0009,0.2261,0.662,walk
0.5727,3,0.0009,0.0003,-0.0009,0.2261,0.662,walk
0.5748,4,0.0019,0.0006,-0.0018,0.2404,0.721,walk
0.5768,5,0.0019,0.0006,-0.0018,0.2404,0.721,walk
0.5789,6,0.0029,0.0009,-0.0027,0.2254,0.749,walk
0.5809,7,0.0029,0.0009,-0.0027,0.2254,0.749,walk
0.583,8,0.0038,0.0013,-0.0035,0.2168,0.788,walk
0.585,9,0.0038,0.0013,-0.0035,0.2168,0.787,walk
0.5872,10,0.0047,0.0016,-0.0045,0.229,0.83,walk
0.5892,11,0.0047,0.0016,-0.0045,0.229,0.829,walk
0.5913,12,0.0058,0.0019,-0.0054,0.257,0.914,walk
0.5934,13,0.0058,0.0019,-0.0054,0.257,0.914,walk
0.5959,14,0.0068,0.0022,-0.0064,0.2391,0.978,walk
0.5979,15,0.0068,0.0022,-0.0064,0.2391,0.977,walk
0.6003,16,0.0077,0.0025,-0.0072,0.2144,1.014,walk
0.6037,17,0.0086,0.0028,-0.0081,0.2308,1.046,walk
0.6045,18,0.0086,0.0028,-0.0081,0.2308,1.045,walk
0.6067,19,0.0096,0.0032,-0.009,0.237,1.102,walk
0.6087,20,0.0096,0.0032,-0.009,0.237,1.102,walk
0.6109,21,0.0105,0.0035,-0.0099,0.2232,1.179,walk
0.613,22,0.0105,0.0035,-0.0099,0.2232,1.179,walk
0.6151,23,0.0115,0.0039,-0.0108,0.2338,1.244,walk
0.6171,24,0.0115,0.0039,-0.0108,0.2338,1.243,walk
0.6193,25,0.0124,0.0042,-0.0117,0.2294,1.286,walk
0.6213,26,0.0124,0.0042,-0.0117,0.2294,1.286,walk
0.6236,27,0.0133,0.0046,-0.0125,0.2159,1.323,walk
0.6256,28,0.0133,0.0046,-0.0125,0.2159,1.322,walk
0.6276,29,0.0142,0.0049,-0.0134,0.2182,1.378,walk
0.6297,30,0.0142,0.0049,-0.0134,0.2182,1.378,walk
0.6328,31,0.0152,0.0053,-0.0142,0.2217,1.432,walk
0.6348,32,0.0152,0.0053,-0.0142,0.2217,1.432,walk
0.6369,33,0.0161,0.0057,-0.015,0.2269,1.481,walk
0.639,34,0.0161,0.0058,-0.015,0.2269,1.48,walk
0.6411,35,0.017,0.0062,-0.0158,0.2186,1.545,walk
0.6431,36,0.017,0.0062,-0.0158,0.2186,1.545,walk
0.6452,37,0.0178,0.0065,-0.0166,0.1875,1.577,walk
0.6473,38,0.0178,0.0065,-0.0165,0.1875,1.577,walk
0.6494,39,0.0187,0.0069,-0.0174,0.2264,1.647,walk
0.6515,40,0.0187,0.0069,-0.0174,0.2264,1.646,walk
0.6535,41,0.0197,0.0074,-0.0182,0.2282,1.7,walk
0.6556,42,0.0196,0.0074,-0.0182,0.2282,1.7,walk
0.6576,43,0.0204,0.0078,-0.0189,0.1916,1.711,walk
0.6597,44,0.0204,0.0078,-0.0189,0.1916,1.711,walk
0.6617,45,0.0212,0.0082,-0.0196,0.1866,1.733,walk
0.6638,46,0.0212,0.0082,-0.0196,0.1866,1.733,walk
0.6658,47,0.0221,0.0087,-0.0203,0.2144,1.781,walk
