time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.4736,1,0.0,0.0,-0.0,0.0,0.0,jog
0.4759,2,0.0,-0.0,0.0,0.0,0.0,jog
0.4822,3,0.0,-0.0,-0.0,0.0,0.0,jog
0.4887,4,0.0,-0.0,-0.0,0.0,0.001,jog
0.5042,5,0.0001,-0.0001,-0.0,0.0,0.002,jog
0.5154,6,0.0001,-0.0001,-0.0,0.0,0.003,jog
0.5194,7,0.0001,-0.0001,-0.0,0.0,0.004,jog
0.5275,8,0.0001,-0.0001,-0.0,0.0,0.005,jog
0.5287,9,0.0001,-0.0001,-0.0,0.0,0.006,jog
0.5295,10,0.0001,-0.0001,-0.0,0.0,0.006,jog
0.5332,11,0.0001,-0.0001,-0.0,0.0,0.006,jog
0.5449,12,0.0001,-0.0001,-0.0001,0.0,0.008,jog
0.55,13,0.0001,-0.0,-0.0001,0.0,0.008,jog
0.5552,14,0.0001,-0.0,-0.0001,0.0,0.009,jog
0.5623,15,0.0001,-0.0,-0.0001,0.0,0.01,jog
0.5657,16,0.0001,-0.0,-0.0001,0.0,0.01,jog
0.5711,17,0.0001,-0.0,-0.0001,0.0,0.01,jog
0.5728,18,0.0001,-0.0,-0.0001,0.0,0.01,jog
0.5835,19,0.0001,-0.0001,-0.0001,0.0,0.01,jog
0.5943,20,0.0002,-0.0001,-0.0001,0.0,0.01,jog
0.5951,21,0.0002,-0.0001,-0.0001,0.0,0.01,jog
0.6034,22,0.0002,-0.0001,-0.0001,0.0,0.009,jog
0.6047,23,0.0002,-0.0001,-0.0001,0.0,0.009,jog
0.6111,24,0.0002,-0.0001,-0.0001,0.0,0.009,jog
0.6219,25,0.0002,-0.0002,-0.0002,0.0,0.008,jog
0.6284,26,0.0003,-0.0002,-0.0002,0.0,0.008,jog
0.6369,27,0.0003,-0.0003,-0.0002,0.0,0.008,jog
0.6432,28,0.0004,-0.0004,-0.0002,0.0,0.007,jog
0.6487,29,0.0005,-0.0004,-0.0002,0.0,0.006,jog
0.6554,30,0.0007,-0.0007,-0.0002,0.0,0.018,jog
0.6602,31,0.0007,-0.0007,-0.0002,0.0,0.031,jog
0.67,32,0.0007,-0.0007,-0.0002,0.0,0.057,jog
0.6728,33,0.0007,-0.0006,-0.0002,0.0,0.057,jog
0.682,34,0.0006,-0.0006,-0.0002,0.0,0.069,jog
0.6952,35,0.0005,-0.0005,-0.0002,0.0,0.07,jog
0.7022,36,0.0005,-0.0005,-0.0002,0.0,0.07,jog
0.707,37,0.0006,-0.0005,-0.0002,0.0,0.07,jog
0.7076,38,0.0006,-0.0006,-0.0002,0.0,0.069,jog
0.7115,39,0.0006,-0.0006,-0.0002,0.0,0.069,jog
0.7252,40,0.0007,-0.0006,-0.0002,0.0,0.069,jog
0.7312,41,0.0007,-0.0006,-0.0002,0.0,0.069,jog
0.737,42,0.0007,-0.0006,-0.0003,0.0,0.07,jog
0.7449,43,0.0007,-0.0006,-0.0003,0.0,0.07,jog
0.7548,44,0.0007,-0.0007,-0.0003,0.0,0.07,jog
0.761,45,0.0007,-0.0007,-0.0003,0.0,0.07,jog
0.7682,46,0.0008,-0.0007,-0.0003,0.0,0.07,jog
0.7734,47,0.0008,-0.0007,-0.0003,0.0,0.07,jog
0.7763,48,0.0008,-0.0007,-0.0003,0.0,0.07,jog
0.7846,49,0.0008,-0.0007,-0.0003,0.0,0.07,jog
0.7898,50,0.0008,-0.0007,-0.0003,0.0,0.07,jog
0.7939,51,0.0008,-0.0007,-0.0003,0.0,0.07,jog
0.802,52,0.0008,-0.0007,-0.0003,0.0,0.069,jog
0.8066,53,0.0008,-0.0007,-0.0003,0.0,0.068,jog
0.8255,54,0.0007,-0.0007,-0.0003,0.0,0.066,jog
0.8265,55,0.0007,-0.0006,-0.0003,0.0,0.065,jog
0.8326,56,0.0007,-0.0006,-0.0003,0.0,0.065,jog
0.841,57,0.0007,-0.0006,-0.0003,0.0,0.064,jog
0.8427,58,0.0007,-0.0006,-0.0004,0.0,0.063,jog
0.8476,59,0.0007,-0.0006,-0.0004,0.0,0.062,jog
0.856,60,0.0007,-0.0006,-0.0004,0.0,0.061,jog
0.86,61,0.0007,-0.0006,-0.0004,0.0,0.061,jog
