time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.6072,1,0.0,-0.0,-0.0,0.1149,1.624,walk
0.6094,2,0.0009,0.0006,-0.0006,0.2107,1.597,walk
0.6103,3,0.0009,0.0006,-0.0006,0.2107,1.597,walk
0.6112,4,0.0009,0.0006,-0.0006,0.2107,1.597,walk
0.6122,5,0.0018,0.0012,-0.0013,0.2245,1.583,walk
0.6139,6,0.0018,0.0012,-0.0013,0.2245,1.583,walk
0.6146,7,0.0018,0.0012,-0.0013,0.2245,1.584,walk
0.6153,8,0.0018,0.0012,-0.0013,0.2245,1.584,walk
0.6163,9,0.0026,0.0018,-0.0019,0.2113,1.553,walk
0.618,10,0.0026,0.0018,-0.0019,0.2113,1.553,walk
0.6186,11,0.0026,0.0018,-0.0019,0.2113,1.553,walk
0.6193,12,0.0026,0.0018,-0.0019,0.2113,1.553,walk
0.6203,13,0.0035,0.0024,-0.0025,0.2092,1.536,walk
0.6219,14,0.0035,0.0024,-0.0025,0.2092,1.536,walk
0.6226,15,0.0035,0.0024,-0.0025,0.2092,1.536,walk
0.6233,16,0.0035,0.0024,-0.0025,0.2092,1.536,walk
0.624,17,0.0035,0.0024,-0.0025,0.2092,1.536,walk
0.6259,18,0.0044,0.0032,-0.0031,0.2313,1.511,walk
0.6266,19,0.0044,0.0032,-0.0031,0.2313,1.511,walk
0.6272,20,0.0044,0.0032,-0.0031,0.2313,1.511,walk
0.6279,21,0.0044,0.0032,-0.0031,0.2313,1.511,walk
0.6289,22,0.0052,0.0038,-0.0036,0.2101,1.469,walk
0.6304,23,0.0052,0.0038,-0.0036,0.2101,1.469,walk
0.6311,24,0.0052,0.0038,-0.0036,0.2101,1.47,walk
0.6318,25,0.0052,0.0038,-0.0036,0.2101,1.47,walk
0.6327,26,0.0062,0.0046,-0.0042,0.2339,1.465,walk
0.6334,27,0.0062,0.0046,-0.0042,0.2339,1.465,walk
0.635,28,0.0062,0.0046,-0.0042,0.2339,1.465,walk
0.6357,29,0.0062,0.0046,-0.0042,0.2339,1.465,walk
0.6364,30,0.0062,0.0046,-0.0042,0.2339,1.465,walk
0.6384,31,0.0071,0.0053,-0.0047,0.23,1.431,walk
0.6391,32,0.0071,0.0053,-0.0047,0.23,1.431,walk
0.6397,33,0.0071,0.0053,-0.0047,0.23,1.431,walk
0.6404,34,0.0071,0.0053,-0.0047,0.23,1.431,walk
0.6423,35,0.008,0.0061,-0.0051,0.2154,1.375,walk
0.6429,36,0.008,0.0061,-0.0051,0.2154,1.376,walk
0.6436,37,0.008,0.0061,-0.0051,0.2154,1.376,walk
0.6442,38,0.008,0.0061,-0.0051,0.2154,1.376,walk
0.6452,39,0.0089,0.0069,-0.0056,0.2357,1.349,walk
0.6467,40,0.0089,0.0069,-0.0056,0.2357,1.349,walk
0.6474,41,0.0089,0.0069,-0.0056,0.2357,1.349,walk
0.6481,42,0.0089,0.0069,-0.0056,0.2357,1.349,walk
0.6488,43,0.0089,0.0069,-0.0056,0.2357,1.349,walk
0.6508,44,0.0104,0.0082,-0.0065,0.3815,1.271,walk
0.6515,45,0.0104,0.0082,-0.0065,0.3815,1.271,walk
0.6522,46,0.0104,0.0082,-0.0065,0.3815,1.271,walk
0.6529,47,0.0104,0.0082,-0.0065,0.3815,1.271,walk
0.6547,48,0.0112,0.0089,-0.0069,0.1905,1.158,walk
0.6554,49,0.0112,0.0089,-0.0069,0.1905,1.158,walk
