time_s,mocap_hz,classifier_hz,pd_ctrl_hz
1.035,240.04,22.21,946.56
2.035,240.02,20.61,958.74
3.035,239.93,20.33,953.07
4.035,240.05,20.21,954.02
5.035,240.02,20.15,983.29
6.035,240.01,19.94,940.94
