time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.6053,1,0.0,0.0,0.0,0.2137,2.105,walk
0.6068,2,0.0008,0.0005,-0.0007,0.2043,2.123,walk
0.6088,3,0.0008,0.0005,-0.0007,0.2043,2.123,walk
0.6095,4,0.0008,0.0005,-0.0007,0.2043,2.123,walk
0.6102,5,0.0008,0.0005,-0.0007,0.2043,2.123,walk
0.6122,6,0.0017,0.001,-0.0014,0.2167,2.143,walk
0.613,7,0.0017,0.001,-0.0014,0.2167,2.143,walk
0.6137,8,0.0017,0.001,-0.0014,0.2167,2.143,walk
0.6144,9,0.0017,0.001,-0.0014,0.2167,2.143,walk
0.6164,10,0.0026,0.0016,-0.002,0.2066,2.134,walk
0.6171,11,0.0026,0.0016,-0.002,0.2066,2.134,walk
0.6178,12,0.0026,0.0016,-0.002,0.2066,2.134,walk
0.6185,13,0.0026,0.0016,-0.002,0.2066,2.134,walk
0.6205,14,0.0035,0.0022,-0.0027,0.2261,2.161,walk
0.6212,15,0.0035,0.0022,-0.0027,0.2261,2.161,walk
0.6219,16,0.0035,0.0022,-0.0027,0.2261,2.161,walk
0.6226,17,0.0035,0.0022,-0.0027,0.2261,2.161,walk
0.6247,18,0.004,0.0026,-0.003,0.1149,2.007,walk
0.6255,19,0.004,0.0026,-0.003,0.1149,2.007,walk
0.6261,20,0.004,0.0026,-0.003,0.1149,2.007,walk
0.6268,21,0.004,0.0026,-0.003,0.1149,2.007,walk
0.629,22,0.0048,0.0032,-0.0037,0.2107,1.979,walk
0.6297,23,0.0048,0.0032,-0.0037,0.2107,1.979,walk
0.6304,24,0.0048,0.0032,-0.0037,0.2107,1.979,walk
0.631,25,0.0048,0.0032,-0.0037,0.2107,1.979,walk
0.6321,26,0.0058,0.0038,-0.0043,0.2245,1.965,walk
0.6337,27,0.0058,0.0038,-0.0043,0.2245,1.965,walk
0.6344,28,0.0058,0.0038,-0.0043,0.2245,1.965,walk
0.6351,29,0.0058,0.0038,-0.0043,0.2245,1.965,walk
0.6378,30,0.0066,0.0044,-0.0049,0.2113,1.934,walk
0.6385,31,0.0066,0.0044,-0.0049,0.2113,1.934,walk
0.6392,32,0.0066,0.0044,-0.0049,0.2113,1.934,walk
0.6414,33,0.0075,0.005,-0.0055,0.2092,1.917,walk
0.6421,34,0.0075,0.005,-0.0055,0.2092,1.917,walk
0.6428,35,0.0075,0.005,-0.0055,0.2092,1.917,walk
0.6434,36,0.0075,0.005,-0.0055,0.2092,1.917,walk
0.6445,37,0.0084,0.0058,-0.0061,0.2313,1.891,walk
0.6461,38,0.0084,0.0058,-0.0061,0.2313,1.891,walk
0.6468,39,0.0084,0.0058,-0.0061,0.2313,1.891,walk
0.6475,40,0.0084,0.0058,-0.0061,0.2313,1.89,walk
0.6487,41,0.0092,0.0064,-0.0066,0.2101,1.848,walk
0.6503,42,0.0092,0.0064,-0.0066,0.2101,1.848,walk
