time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.5401,1,0.0,0.0,0.0,0.0098,24.299,stand
0.5445,2,0.0001,-0.0,-0.0001,0.0128,24.305,stand
0.5485,3,0.0001,-0.0,-0.0001,0.0108,24.308,stand
0.5503,4,0.0001,-0.0,-0.0001,0.0108,24.308,stand
0.5597,5,0.0002,-0.0,-0.0002,0.0152,24.31,stand
0.5663,6,0.0003,-0.0,-0.0003,0.0209,24.314,stand
0.5791,7,0.0004,0.0,-0.0004,0.0088,24.325,stand
0.5868,8,0.0005,0.0,-0.0005,0.0127,24.332,stand
0.6057,9,0.0007,0.0,-0.0007,0.0275,24.313,stand
0.6281,10,0.0011,0.0002,-0.001,0.0141,24.293,stand
0.6293,11,0.0011,0.0002,-0.001,0.0141,24.232,stand
0.6394,12,0.0011,0.0002,-0.0011,0.011,24.202,stand
0.6473,13,0.0011,0.0002,-0.0011,0.011,24.135,stand
0.6689,14,0.0014,0.0003,-0.0014,0.0124,23.922,stand
0.68,15,0.0016,0.0002,-0.0016,0.0151,23.512,stand
0.6839,16,0.0016,0.0002,-0.0016,0.0151,23.489,stand
0.7134,17,0.002,-0.0,-0.002,0.015,22.613,stand
0.7183,18,0.002,-0.0,-0.002,0.015,22.58,stand
0.7328,19,0.0023,-0.0005,-0.0023,0.0188,22.058,stand
0.7448,20,0.0025,-0.0005,-0.0024,0.0165,21.808,stand
0.7506,21,0.0026,-0.0004,-0.0026,0.0176,21.498,stand
0.7594,22,0.0028,-0.0004,-0.0028,0.0169,21.339,stand
0.7641,23,0.003,-0.0003,-0.0029,0.0222,21.101,stand
0.7704,24,0.0031,-0.0003,-0.0031,0.0277,21.083,stand
0.7758,25,0.0032,-0.0003,-0.0031,0.0277,20.919,stand
0.7793,26,0.0034,-0.0004,-0.0034,0.0253,20.746,stand
0.7873,27,0.0036,-0.0004,-0.0036,0.0153,20.523,stand
0.794,28,0.0038,-0.0004,-0.0037,0.0237,20.449,stand
0.8005,29,0.004,-0.0005,-0.0039,0.0222,20.27,stand
0.8106,30,0.0042,-0.0006,-0.0041,0.0191,20.195,stand
0.8172,31,0.0044,-0.0006,-0.0044,0.0199,19.901,stand
0.8205,32,0.0045,-0.0007,-0.0045,0.0194,19.744,stand
0.8284,33,0.0048,-0.0007,-0.0047,0.0218,19.589,stand
0.8294,34,0.0048,-0.0007,-0.0048,0.0218,19.405,stand
0.8436,35,0.0052,-0.0008,-0.0051,0.0341,19.206,stand
0.8538,36,0.0056,-0.0009,-0.0056,0.0207,18.851,stand
0.8661,37,0.0061,-0.0009,-0.006,0.0233,18.624,stand
0.8707,38,0.0061,-0.0008,-0.0061,0.0233,18.536,stand
0.8756,39,0.0064,-0.0008,-0.0064,0.03,18.392,stand
0.8844,40,0.0067,-0.0007,-0.0067,0.0235,18.289,stand
0.8851,41,0.0068,-0.0007,-0.0068,0.0235,18.172,stand
0.8986,42,0.0071,-0.0006,-0.0071,0.0313,18.223,stand
0.9083,43,0.0074,-0.0005,-0.0074,0.027,18.07,stand
0.9194,44,0.0079,-0.0006,-0.0079,0.029,18.014,stand
0.9332,45,0.0084,-0.0003,-0.0084,0.0221,17.658,stand
0.9423,46,0.0088,-0.0001,-0.0088,0.0217,17.461,stand
0.9473,47,0.009,-0.0001,-0.009,0.03,17.338,stand
0.9539,48,0.0093,0.0,-0.0093,0.0223,17.246,stand
0.9621,49,0.0098,0.0002,-0.0098,0.026,17.02,stand
0.9722,50,0.0101,0.0004,-0.0101,0.0251,16.906,stand
0.9766,51,0.0103,0.0004,-0.0103,0.0274,16.874,stand
0.9829,52,0.0107,0.0006,-0.0107,0.0212,16.771,stand
0.9866,53,0.0108,0.0006,-0.0108,0.0247,16.717,stand
0.9973,54,0.0112,0.0008,-0.0112,0.0252,16.632,stand
0.999,55,0.0114,0.0008,-0.0113,0.027,16.651,stand
1.0043,56,0.0117,0.0009,-0.0117,0.0345,16.509,stand
1.0068,57,0.0118,0.001,-0.0118,0.0345,16.419,stand
1.0129,58,0.0121,0.001,-0.0121,0.0255,16.356,stand
1.0173,59,0.0122,0.0005,-0.0122,0.0255,16.251,stand
1.0287,60,0.0128,-0.0001,-0.0128,0.0281,16.233,stand
1.0326,61,0.0131,-0.0004,-0.0131,0.0309,15.98,stand
1.0455,62,0.0135,-0.0003,-0.0135,0.0283,15.875,stand
1.056,63,0.0142,-0.0003,-0.0142,0.1468,15.408,stand
1.0624,64,0.0145,-0.0,-0.0145,0.0384,15.248,stand
1.0636,65,0.0145,0.0,-0.0145,0.0384,15.218,stand
1.0789,66,0.0149,0.0006,-0.0149,0.0416,15.261,stand
1.0829,67,0.0151,0.0007,-0.0151,0.0348,15.165,stand
1.0882,68,0.0152,0.0007,-0.0152,0.0346,15.139,stand
1.0946,69,0.0154,0.0008,-0.0154,0.0389,15.108,stand
1.1006,70,0.0157,0.0008,-0.0157,0.0333,14.986,stand
1.1028,71,0.0157,0.0008,-0.0157,0.0333,14.915,stand
1.1137,72,0.0161,0.0008,-0.016,0.0755,14.775,stand
1.1167,73,0.0162,0.0008,-0.0161,0.0293,14.713,stand
1.1232,74,0.0163,0.0008,-0.0163,0.0359,14.616,stand
1.132,75,0.0167,0.0007,-0.0166,0.0307,14.48,stand
1.1355,76,0.0166,0.0007,-0.0166,0.0307,14.386,stand
1.1422,77,0.0167,0.0007,-0.0167,0.0271,14.359,stand
1.155,78,0.0171,0.0005,-0.0171,0.0261,14.149,stand
1.1625,79,0.0176,0.0002,-0.0176,0.1361,13.871,stand
1.1699,80,0.0177,0.0002,-0.0177,0.0297,13.758,stand
1.1772,81,0.0176,0.0005,-0.0176,0.0434,13.423,stand
1.1835,82,0.018,0.0006,-0.018,0.0559,13.365,stand
1.1997,83,0.0188,0.0008,-0.0188,0.0542,13.052,stand
1.2045,84,0.0188,0.0008,-0.0187,0.0542,12.961,stand
1.2122,85,0.0194,0.001,-0.0194,0.0563,12.634,stand
1.2159,86,0.0194,0.001,-0.0193,0.0563,12.522,stand
1.2177,87,0.0196,0.001,-0.0196,0.0612,12.457,stand
1.2214,88,0.0198,0.0011,-0.0197,0.0491,12.361,stand
1.2315,89,0.0203,0.0012,-0.0203,0.0454,12.145,stand
1.2387,90,0.0205,0.0012,-0.0204,0.0437,12.017,stand
1.2421,91,0.0204,0.0013,-0.0204,0.0437,11.962,stand
1.2507,92,0.021,0.0013,-0.0209,0.0457,11.836,stand
1.2598,93,0.0213,0.0012,-0.0213,0.0433,11.69,stand
1.2629,94,0.0214,0.0011,-0.0214,0.0466,11.598,stand
1.2697,95,0.0216,0.0012,-0.0215,0.0417,11.374,stand
1.2759,96,0.0218,0.0011,-0.0218,0.0382,11.257,stand
1.2862,97,0.0224,0.0009,-0.0223,0.0417,11.195,stand
1.2895,98,0.0223,0.001,-0.0223,0.0417,11.018,stand
1.2954,99,0.0226,0.0008,-0.0225,0.0386,10.861,stand
1.306,100,0.0229,0.0007,-0.0229,0.0398,10.765,stand
1.3117,101,0.023,0.0007,-0.023,0.0363,10.613,stand
1.3177,102,0.0233,0.0005,-0.0233,0.0446,10.526,stand
1.3246,103,0.0238,-0.0001,-0.0238,0.0408,10.418,stand
1.3258,104,0.0239,-0.0003,-0.0239,0.0408,10.382,stand
1.3292,105,0.0241,-0.0005,-0.0241,0.0507,10.345,stand
1.3347,106,0.0243,-0.0007,-0.0243,0.0517,10.283,stand
1.3532,107,0.025,-0.0011,-0.0249,0.0347,10.125,stand
1.3654,108,0.0251,-0.0013,-0.0251,0.0489,10.06,stand
1.3686,109,0.0252,-0.0014,-0.0252,0.06,9.995,stand
1.3862,110,0.0258,-0.0027,-0.0257,0.0608,10.04,stand
1.3925,111,0.026,-0.0029,-0.0258,0.0764,10.006,stand
1.3936,112,0.026,-0.0029,-0.0258,0.0764,10.006,stand
1.3958,113,0.0261,-0.0031,-0.0259,0.0579,9.979,stand
1.4054,114,0.0264,-0.0036,-0.0261,0.0759,10.089,stand
