time_s,mocap_hz,classifier_hz,pd_ctrl_hz
1.004,240.09,21.91,480.97
2.004,240.06,20.6,479.98
3.005,240.04,20.36,479.04
4.005,239.9,20.24,474.3
5.005,239.97,20.18,479.04
6.004,240.0,19.96,482.3
7.004,240.01,19.97,486.8
