time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.4744,1,0.0,0.0,0.0,0.0157,0.0,1,walk
0.4765,2,0.0001,0.0001,0.0001,0.0212,0.01,1,walk
0.4784,3,0.0001,0.0001,0.0001,0.0212,0.01,1,walk
0.4805,4,0.0002,0.0001,0.0001,0.0154,0.024,1,walk
0.4826,5,0.0002,0.0001,0.0001,0.0154,0.023,1,walk
0.4848,6,0.0002,0.0002,0.0002,0.0204,0.032,1,walk
0.4868,7,0.0003,0.0002,0.0002,0.0204,0.032,1,walk
0.489,8,0.0003,0.0002,0.0003,0.0208,0.045,1,walk
0.491,9,0.0003,0.0002,0.0003,0.0208,0.045,1,walk
0.4931,10,0.0004,0.0003,0.0003,0.021,0.058,1,walk
0.4951,11,0.0004,0.0003,0.0003,0.021,0.058,1,walk
0.4984,12,0.0005,0.0003,0.0004,0.0222,0.066,1,walk
0.4994,13,0.0005,0.0004,0.0004,0.0222,0.065,1,walk
0.5015,14,0.0006,0.0004,0.0005,0.0255,0.071,1,walk
0.5036,15,0.0006,0.0004,0.0005,0.0255,0.07,1,walk
0.5056,16,0.0007,0.0005,0.0006,0.0228,0.08,1,walk
0.5076,17,0.0007,0.0005,0.0006,0.0228,0.08,1,walk
0.5098,18,0.0009,0.0006,0.0006,0.0275,0.086,1,walk
0.5118,19,0.0009,0.0006,0.0006,0.0275,0.086,1,walk
0.5145,20,0.001,0.0007,0.0007,0.0259,0.097,1,walk
0.5162,21,0.001,0.0007,0.0007,0.0259,0.096,1,walk
0.5182,22,0.0011,0.0007,0.0008,0.0291,0.108,1,walk
0.5203,23,0.0011,0.0007,0.0008,0.0291,0.108,1,walk
0.5223,24,0.0012,0.0008,0.0009,0.0294,0.126,1,walk
0.5244,25,0.0012,0.0008,0.0009,0.0294,0.126,1,walk
0.5265,26,0.0014,0.0009,0.001,0.0306,0.135,1,walk
0.5286,27,0.0014,0.0009,0.001,0.0306,0.134,1,walk
0.5307,28,0.0015,0.001,0.0011,0.0341,0.149,1,walk
0.5327,29,0.0015,0.001,0.0011,0.0341,0.149,1,walk
0.5348,30,0.0017,0.0011,0.0012,0.0342,0.163,1,walk
0.5369,31,0.0017,0.0011,0.0012,0.0342,0.163,1,walk
0.5389,32,0.0018,0.0012,0.0013,0.0318,0.177,1,walk
0.541,33,0.0018,0.0012,0.0013,0.0318,0.177,1,walk
0.5431,34,0.002,0.0013,0.0014,0.0369,0.188,1,walk
0.5451,35,0.002,0.0013,0.0014,0.0369,0.187,1,walk
0.5473,36,0.0021,0.0014,0.0016,0.0353,0.201,1,walk
0.5493,37,0.0021,0.0014,0.0016,0.0353,0.2,1,walk
0.5514,38,0.0023,0.0015,0.0017,0.0387,0.212,1,walk
0.5535,39,0.0023,0.0015,0.0017,0.0387,0.212,1,walk
0.5555,40,0.0024,0.0016,0.0018,0.0346,0.227,1,walk
0.5576,41,0.0024,0.0016,0.0018,0.0346,0.227,1,walk
0.5597,42,0.0026,0.0017,0.0019,0.0354,0.234,1,walk
0.5617,43,0.0026,0.0017,0.0019,0.0354,0.234,1,walk
0.5639,44,0.0027,0.0018,0.002,0.0409,0.249,1,walk
0.5659,45,0.0027,0.0018,0.002,0.0409,0.249,1,walk
0.568,46,0.0029,0.0019,0.0022,0.0424,0.261,1,walk
0.57,47,0.0029,0.0019,0.0022,0.0424,0.261,1,walk
0.5721,48,0.0031,0.002,0.0023,0.045,0.277,1,walk
0.5742,49,0.0031,0.002,0.0023,0.045,0.277,1,walk
0.5765,50,0.0033,0.0021,0.0025,0.0492,0.294,1,walk
0.5785,51,0.0033,0.0021,0.0025,0.0492,0.294,1,walk
0.5807,52,0.0035,0.0023,0.0027,0.0517,0.314,1,walk
0.5827,53,0.0035,0.0023,0.0027,0.0517,0.314,1,walk
0.5849,54,0.0037,0.0024,0.0028,0.0526,0.331,1,walk
0.5869,55,0.0037,0.0024,0.0028,0.0526,0.331,1,walk
0.5891,56,0.0039,0.0025,0.003,0.0498,0.35,1,walk
0.5911,57,0.0039,0.0025,0.003,0.0498,0.35,1,walk
0.5933,58,0.0041,0.0026,0.0032,0.0589,0.367,1,walk
0.5953,59,0.0041,0.0026,0.0032,0.0589,0.367,1,walk
0.5987,60,0.0044,0.0027,0.0034,0.0546,0.388,1,walk
0.6007,61,0.0043,0.0027,0.0034,0.0546,0.389,1,walk
0.6031,62,0.0046,0.0029,0.0036,0.0581,0.401,1,walk
0.6051,63,0.0046,0.0028,0.0036,0.0581,0.401,1,walk
0.6075,64,0.0048,0.003,0.0038,0.0575,0.424,1,walk
0.6109,65,0.005,0.0031,0.004,0.0572,0.444,1,walk
0.613,66,0.005,0.0031,0.004,0.0572,0.444,1,walk
0.6152,67,0.0052,0.0032,0.0042,0.0581,0.466,1,walk
0.6172,68,0.0052,0.0031,0.0042,0.0581,0.466,1,walk
0.6197,69,0.0055,0.0033,0.0044,0.0612,0.488,1,walk
0.6217,70,0.0055,0.0032,0.0044,0.0612,0.488,1,walk
0.624,71,0.0057,0.0034,0.0046,0.0648,0.508,1,walk
0.6264,72,0.006,0.0035,0.0049,0.0663,0.525,1,walk
0.6283,73,0.006,0.0035,0.0049,0.0663,0.529,1,walk
0.6317,74,0.0063,0.0036,0.0052,0.0759,0.544,1,walk
0.6326,75,0.0062,0.0033,0.0052,0.0759,0.547,1,walk
0.6347,76,0.0064,0.0033,0.0055,0.0746,0.556,1,walk
0.6367,77,0.0064,0.0031,0.0056,0.0746,0.554,1,walk
0.6388,78,0.0066,0.0031,0.0059,0.0726,0.567,1,walk
0.6409,79,0.0066,0.0029,0.0059,0.0726,0.556,1,walk
0.643,80,0.0069,0.003,0.0062,0.0758,0.573,1,walk
0.6451,81,0.0069,0.0029,0.0062,0.0758,0.564,1,walk
0.6472,82,0.0072,0.003,0.0065,0.0708,0.561,1,walk
0.6493,83,0.0072,0.0029,0.0065,0.0708,0.542,1,walk
0.6526,84,0.0075,0.0031,0.0068,0.0735,0.549,1,walk
0.6535,85,0.0075,0.0031,0.0068,0.0735,0.54,1,walk
0.6556,86,0.0078,0.0032,0.0071,0.0761,0.542,1,walk
0.6576,87,0.0078,0.0032,0.0071,0.0761,0.534,1,walk
0.6597,88,0.0081,0.0034,0.0074,0.0796,0.548,1,walk
0.6617,89,0.0081,0.0034,0.0074,0.0796,0.541,1,walk
0.6639,90,0.0085,0.0036,0.0076,0.0853,0.546,1,walk
0.6659,91,0.0085,0.0036,0.0076,0.0853,0.539,1,walk
0.668,92,0.0088,0.0038,0.0079,0.0812,0.563,1,walk
0.6701,93,0.0088,0.0039,0.0079,0.0812,0.559,1,walk
0.6722,94,0.0092,0.0041,0.0082,0.0847,0.57,1,walk
0.6743,95,0.0092,0.0041,0.0082,0.0847,0.57,1,walk
