time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.4797,1,0.0,0.0,0.0,0.2979,0.0,1,walk
0.4819,2,0.0012,-0.0011,0.0004,0.2764,0.103,1,walk
0.4839,3,0.0012,-0.0011,0.0004,0.2764,0.102,1,walk
0.486,4,0.0023,-0.0021,0.0008,0.2678,0.204,1,walk
0.4881,5,0.0023,-0.0021,0.0008,0.2678,0.204,1,walk
0.4902,6,0.0034,-0.0032,0.0012,0.2717,0.304,1,walk
0.4923,7,0.0034,-0.0032,0.0012,0.2717,0.303,1,walk
0.4945,8,0.0046,-0.0044,0.0015,0.2889,0.443,1,walk
0.4965,9,0.0046,-0.0044,0.0015,0.2889,0.443,1,walk
0.4987,10,0.0058,-0.0055,0.0018,0.2861,0.578,1,walk
0.5007,11,0.0058,-0.0055,0.0018,0.2861,0.578,1,walk
0.503,12,0.007,-0.0067,0.0022,0.2843,0.698,1,walk
0.5051,13,0.007,-0.0067,0.0022,0.2843,0.698,1,walk
0.5072,14,0.0082,-0.0078,0.0025,0.2766,0.833,1,walk
0.5093,15,0.0082,-0.0078,0.0025,0.2766,0.833,1,walk
0.5115,16,0.0093,-0.0089,0.0028,0.2775,0.984,1,walk
0.5136,17,0.0093,-0.0089,0.0028,0.2775,0.984,1,walk
0.5159,18,0.0105,-0.01,0.0031,0.2832,1.162,1,walk
0.5193,19,0.0117,-0.0112,0.0034,0.2894,1.342,1,walk
0.5204,20,0.0117,-0.0112,0.0034,0.2894,1.341,1,walk
0.5225,21,0.0129,-0.0123,0.0037,0.2783,1.514,1,walk
0.5245,22,0.0129,-0.0123,0.0037,0.2783,1.514,1,walk
0.5278,23,0.0141,-0.0135,0.0041,0.2914,1.68,1,walk
0.5288,24,0.0141,-0.0135,0.0041,0.2914,1.68,1,walk
0.5308,25,0.0153,-0.0146,0.0044,0.2911,1.826,1,walk
0.5329,26,0.0153,-0.0146,0.0044,0.2911,1.825,1,walk
0.5349,27,0.0165,-0.0158,0.0048,0.293,1.973,1,walk
0.537,28,0.0165,-0.0158,0.0048,0.293,1.972,1,walk
0.5391,29,0.0178,-0.017,0.0051,0.3108,2.139,1,walk
0.5412,30,0.0178,-0.017,0.0051,0.3108,2.139,1,walk
0.5432,31,0.0191,-0.0183,0.0055,0.3052,2.313,1,walk
0.5453,32,0.0191,-0.0183,0.0055,0.3052,2.313,1,walk
0.5474,33,0.0203,-0.0194,0.0058,0.2944,2.487,1,walk
0.5495,34,0.0203,-0.0194,0.0058,0.2944,2.487,1,walk
0.5516,35,0.0216,-0.0207,0.0062,0.3146,2.685,1,walk
0.5537,36,0.0216,-0.0207,0.0062,0.3146,2.685,1,walk
0.5558,37,0.0228,-0.0218,0.0065,0.2875,2.868,1,walk
0.5578,38,0.0228,-0.0218,0.0065,0.2875,2.868,1,walk
0.5599,39,0.024,-0.023,0.0068,0.2946,3.058,1,walk
0.5619,40,0.024,-0.023,0.0068,0.2946,3.058,1,walk
0.564,41,0.0252,-0.0242,0.0071,0.2814,3.247,1,walk
0.5661,42,0.0252,-0.0241,0.0071,0.2814,3.247,1,walk
0.5683,43,0.0264,-0.0253,0.0074,0.2927,3.455,1,walk
0.5702,44,0.0264,-0.0253,0.0074,0.2927,3.455,1,walk
0.5723,45,0.0276,-0.0265,0.0077,0.2818,3.651,1,walk
0.5743,46,0.0276,-0.0265,0.0077,0.2818,3.651,1,walk
0.5764,47,0.0287,-0.0276,0.008,0.2773,3.832,1,walk
0.5785,48,0.0287,-0.0276,0.008,0.2773,3.832,1,walk
0.5813,49,0.03,-0.0288,0.0083,0.2975,4.028,1,walk
0.583,50,0.03,-0.0288,0.0083,0.2975,4.027,1,walk
0.5851,51,0.0313,-0.0301,0.0086,0.3259,4.235,1,walk
0.5872,52,0.0313,-0.0301,0.0086,0.3259,4.235,1,walk
0.5894,53,0.0325,-0.0313,0.009,0.2915,4.406,1,walk
0.5914,54,0.0325,-0.0313,0.009,0.2915,4.406,1,walk
0.5944,55,0.0339,-0.0326,0.0093,0.313,4.568,1,walk
0.5958,56,0.0339,-0.0326,0.0093,0.313,4.568,1,walk
0.5987,57,0.0352,-0.0339,0.0096,0.3326,4.741,1,walk
0.6008,58,0.0353,-0.0339,0.0096,0.3326,4.741,1,walk
0.6029,59,0.0367,-0.0353,0.01,0.3371,4.909,1,walk
0.6049,60,0.0367,-0.0353,0.01,0.3371,4.909,1,walk
0.6073,61,0.0381,-0.0366,0.0103,0.336,5.057,1,walk
0.6094,62,0.0381,-0.0367,0.0103,0.336,5.057,1,walk
0.6116,63,0.0394,-0.0379,0.0107,0.3127,5.168,1,walk
0.6139,64,0.0409,-0.0393,0.0111,0.3503,5.29,1,walk
0.6157,65,0.0409,-0.0393,0.0111,0.3503,5.29,1,walk
0.618,66,0.0424,-0.0408,0.0114,0.3632,5.415,1,walk
0.6198,67,0.0424,-0.0408,0.0114,0.3632,5.415,1,walk
0.6218,68,0.0424,-0.0408,0.0114,0.3632,5.415,1,walk
0.6239,69,0.0441,-0.0425,0.0117,0.4032,5.575,1,walk
0.6259,70,0.0441,-0.0425,0.0118,0.4032,5.574,1,walk
0.628,71,0.0454,-0.0438,0.0121,0.3159,5.611,1,walk
0.6302,72,0.0454,-0.0438,0.0121,0.3159,5.611,1,walk
0.6322,73,0.0471,-0.0454,0.0124,0.3986,5.726,1,walk
0.6342,74,0.0471,-0.0455,0.0124,0.3986,5.725,1,walk
0.6364,75,0.0488,-0.0471,0.0127,0.401,5.838,1,walk
0.6384,76,0.0488,-0.0471,0.0128,0.401,5.837,1,walk
0.6406,77,0.0505,-0.0488,0.0131,1.5155,5.935,1,walk
0.6427,78,0.0505,-0.0488,0.0131,0.922,5.934,1,walk
0.6448,79,0.0521,-0.0504,0.0133,0.4817,6.003,1,walk
0.6472,80,0.0539,-0.0521,0.0136,0.9179,6.083,1,walk
0.649,81,0.0539,-0.0522,0.0136,2.4166,6.081,1,walk
0.6514,82,0.0557,-0.054,0.0139,0.9805,6.189,1,walk
0.6531,83,0.0558,-0.054,0.0139,2.1992,6.186,1,walk
0.6556,84,0.0575,-0.0557,0.0141,0.9777,6.252,1,walk
0.6573,85,0.0575,-0.0558,0.0141,0.8053,6.247,1,walk
0.6593,86,0.0575,-0.0558,0.0141,0.9662,6.238,1,walk
0.6614,87,0.0592,-0.0574,0.0144,0.7136,6.283,1,walk
0.6634,88,0.0592,-0.0574,0.0144,0.9486,6.275,1,walk
0.6655,89,0.0617,-0.06,0.0144,2.614,6.461,1,walk
0.6675,90,0.0617,-0.06,0.0144,1.3403,6.444,1,walk
0.6696,91,0.0635,-0.0618,0.0145,1.5775,6.521,1,walk
0.6716,92,0.0634,-0.0618,0.0145,0.993,6.502,1,walk
0.6737,93,0.0654,-0.0638,0.0147,2.3734,6.59,1,walk
0.6757,94,0.0654,-0.0637,0.0147,1.117,6.555,1,walk
0.6778,95,0.0673,-0.0656,0.015,0.714,6.633,1,walk
0.6798,96,0.0671,-0.0654,0.015,1.0756,6.591,1,walk
0.6819,97,0.0688,-0.0671,0.0153,0.1597,6.638,1,walk
0.6839,98,0.0687,-0.067,0.0153,1.0257,6.59,1,walk
0.686,99,0.0706,-0.0689,0.0155,2.4699,6.673,1,walk
0.6881,100,0.0704,-0.0687,0.0155,1.1151,6.638,1,walk
0.6901,101,0.0727,-0.071,0.0159,2.5713,6.909,1,walk
0.6922,102,0.0725,-0.0708,0.0159,1.3218,6.851,1,walk
0.6942,103,0.0743,-0.0725,0.0162,1.5474,6.885,1,walk
0.6963,104,0.0741,-0.0723,0.0161,1.097,6.844,1,walk
0.6984,105,0.076,-0.0743,0.0162,2.446,6.949,1,walk
0.7004,106,0.0758,-0.074,0.0162,1.1905,6.908,1,walk
0.7024,107,0.0774,-0.0756,0.0164,1.5013,6.859,1,walk
0.7045,108,0.0771,-0.0753,0.0164,1.0511,6.82,1,walk
0.7065,109,0.0788,-0.0771,0.0166,2.4492,6.838,1,walk
0.7086,110,0.0785,-0.0768,0.0165,1.1181,6.818,1,walk
0.7107,111,0.0805,-0.0787,0.0167,2.456,6.884,1,walk
0.7127,112,0.08,-0.0783,0.0166,1.1185,6.802,1,walk
0.7148,113,0.082,-0.0803,0.0167,2.5393,6.892,1,walk
0.7169,114,0.0815,-0.0798,0.0166,1.2047,6.848,1,walk
0.719,115,0.0827,-0.081,0.0169,1.6829,6.469,1,walk
0.721,116,0.0823,-0.0805,0.0167,0.7909,6.374,1,walk
0.7231,117,0.0855,-0.0839,0.0163,2.8476,7.144,1,walk
0.7251,118,0.0849,-0.0834,0.016,1.748,7.067,1,walk
0.7273,119,0.0868,-0.0854,0.0159,1.4725,7.254,1,walk
0.7294,120,0.0861,-0.0847,0.0156,1.1474,7.2,1,walk
0.7317,121,0.088,-0.0867,0.0156,2.2438,7.268,1,walk
0.7338,122,0.0875,-0.0862,0.0154,1.2838,7.211,1,walk
0.7361,123,0.0887,-0.0874,0.0151,1.5907,7.097,1,walk
0.7381,124,0.0881,-0.0868,0.0149,1.0594,7.067,1,walk
0.7402,125,0.0902,-0.089,0.0148,2.6135,7.241,1,walk
0.7423,126,0.0897,-0.0885,0.0146,1.3974,7.146,1,walk
0.7444,127,0.0918,-0.0907,0.0144,2.4878,7.304,1,walk
0.7464,128,0.0912,-0.0901,0.0141,1.4135,7.239,1,walk
0.7485,129,0.0932,-0.0922,0.0141,0.9495,7.326,1,walk
0.7505,130,0.0926,-0.0916,0.0138,1.3796,7.292,1,walk
0.7526,131,0.095,-0.094,0.0139,2.0661,7.407,1,walk
0.7546,132,0.094,-0.0931,0.0135,1.333,7.268,1,walk
0.7567,133,0.0963,-0.0954,0.0132,2.5999,7.438,1,walk
0.7588,134,0.0956,-0.0948,0.0129,1.5038,7.366,1,walk
0.7609,135,0.0976,-0.0968,0.0128,0.9697,7.472,1,walk
