time_s,mocap_hz,classifier_hz,pd_ctrl_hz
1.004,240.19,21.92,479.76
2.005,239.9,20.6,480.45
3.004,240.01,20.35,480.64
4.004,240.01,20.24,480.25
5.004,240.06,20.18,480.21
6.004,240.01,19.97,480.53
7.004,239.98,19.97,480.62
8.004,240.01,19.97,480.11
9.004,240.02,19.97,480.31
10.004,240.0,19.97,479.89
11.004,240.0,19.96,470.13
12.004,239.97,19.96,480.49
13.004,240.0,19.97,479.53
14.004,239.99,19.97,480.0
15.005,240.01,19.97,479.89
16.004,239.97,19.96,482.0
17.004,239.97,19.96,479.73
18.004,240.03,19.96,478.43
19.004,240.0,19.97,479.88
20.004,239.99,19.96,479.89
21.004,239.99,19.97,480.09
22.004,239.98,19.97,479.12
23.004,240.03,19.97,480.06
24.005,239.93,19.96,478.2
25.005,240.02,19.96,478.7
26.004,239.96,19.97,480.37
27.004,239.99,19.95,480.41
28.004,239.99,19.96,475.07
29.004,239.97,19.96,477.71
30.004,240.02,19.96,475.49
31.004,240.03,19.97,461.61
32.005,239.91,19.97,473.58
33.004,239.94,19.97,478.37
34.004,240.04,19.97,480.27
35.004,240.07,19.97,479.9
36.004,240.0,19.96,480.56
37.004,240.01,19.97,481.52
38.004,240.04,19.97,478.26
39.004,240.0,19.96,479.42
40.004,239.99,19.97,479.54
41.004,239.97,19.96,480.28
42.004,240.01,19.97,480.07
43.004,240.02,19.97,480.41
44.004,240.0,19.97,479.77
45.004,240.0,19.97,479.81
46.004,240.03,19.97,475.32
47.004,239.94,19.97,486.73
