time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.5111,1,0.001,0.0004,-0.0009,0.236,0.051,walk
0.5127,2,0.001,0.0004,-0.0009,0.236,0.051,walk
0.5147,3,0.001,0.0004,-0.0009,0.236,0.051,walk
0.5168,4,0.0019,0.0008,-0.0018,0.2334,0.093,walk
0.5188,5,0.0019,0.0008,-0.0018,0.2334,0.093,walk
0.5209,6,0.0029,0.0011,-0.0027,0.2354,0.148,walk
0.5229,7,0.0029,0.0011,-0.0027,0.2354,0.148,walk
0.525,8,0.0038,0.0013,-0.0036,0.2253,0.183,walk
0.527,9,0.0038,0.0013,-0.0036,0.2253,0.183,walk
0.5291,10,0.0048,0.0017,-0.0045,0.2387,0.243,walk
0.5312,11,0.0048,0.0017,-0.0045,0.2387,0.243,walk
0.5332,12,0.0058,0.002,-0.0054,0.2242,0.272,walk
0.5353,13,0.0058,0.002,-0.0054,0.2242,0.272,walk
0.5373,14,0.0067,0.0023,-0.0062,0.216,0.311,walk
0.5394,15,0.0067,0.0023,-0.0062,0.216,0.311,walk
0.5415,16,0.0076,0.0026,-0.0072,0.2289,0.354,walk
0.5435,17,0.0076,0.0026,-0.0072,0.2289,0.354,walk
0.5457,18,0.0087,0.003,-0.0081,0.2565,0.439,walk
0.5477,19,0.0087,0.003,-0.0081,0.2565,0.439,walk
0.55,20,0.0097,0.0033,-0.0091,0.2387,0.503,walk
0.5521,21,0.0097,0.0033,-0.0091,0.2387,0.504,walk
0.5544,22,0.0106,0.0036,-0.0099,0.2139,0.541,walk
0.5564,23,0.0106,0.0036,-0.0099,0.2139,0.541,walk
0.5587,24,0.0115,0.0039,-0.0108,0.2306,0.574,walk
0.5607,25,0.0115,0.0039,-0.0108,0.2306,0.574,walk
0.5631,26,0.0125,0.0043,-0.0117,0.2369,0.631,walk
0.5652,27,0.0134,0.0046,-0.0126,0.2231,0.71,walk
0.567,28,0.0134,0.0046,-0.0126,0.2231,0.71,walk
0.5693,29,0.0144,0.005,-0.0135,0.2335,0.776,walk
0.5711,30,0.0144,0.005,-0.0135,0.2335,0.776,walk
0.5731,31,0.0144,0.005,-0.0135,0.2335,0.776,walk
0.5752,32,0.0154,0.0053,-0.0144,0.2292,0.819,walk
0.5772,33,0.0154,0.0053,-0.0144,0.2292,0.82,walk
0.5793,34,0.0163,0.0057,-0.0152,0.2158,0.858,walk
0.5813,35,0.0163,0.0057,-0.0152,0.2158,0.858,walk
0.5835,36,0.0172,0.006,-0.0161,0.2167,0.915,walk
0.5854,37,0.0172,0.006,-0.0161,0.2167,0.915,walk
0.5878,38,0.0181,0.0064,-0.0169,0.2213,0.97,walk
0.5898,39,0.0181,0.0064,-0.0169,0.2213,0.971,walk
0.5921,40,0.019,0.0068,-0.0178,0.2267,1.02,walk
0.5945,41,0.02,0.0073,-0.0186,0.2185,1.086,walk
0.5966,42,0.02,0.0073,-0.0186,0.2185,1.086,walk
0.6002,43,0.0207,0.0076,-0.0193,0.187,1.119,walk
0.6022,44,0.0207,0.0076,-0.0193,0.187,1.119,walk
0.6048,45,0.0217,0.008,-0.0201,0.2263,1.19,walk
0.6068,46,0.0217,0.008,-0.0201,0.2263,1.19,walk
0.6095,47,0.0226,0.0085,-0.021,0.2278,1.244,walk
0.6127,48,0.0234,0.0089,-0.0217,0.1915,1.256,walk
0.6147,49,0.0234,0.0089,-0.0217,0.1915,1.256,walk
0.6172,50,0.0242,0.0093,-0.0223,0.1866,1.278,walk
