time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.4708,1,0.0,0.0,-0.0,0.0,0.0,1,jog
0.473,2,0.0,-0.0,-0.0,0.0,0.0,1,jog
0.475,3,0.0,-0.0,-0.0,0.0,0.0,1,jog
0.4771,4,0.0,-0.0,-0.0,0.0,0.001,1,jog
0.4791,5,0.0,-0.0,-0.0,0.0,0.001,1,jog
0.4812,6,0.0,-0.0,-0.0,0.0,0.001,1,jog
0.4832,7,0.0,-0.0,-0.0,0.0,0.002,1,jog
0.4854,8,0.0,-0.0,-0.0,0.0,0.002,1,jog
0.4874,9,0.0,-0.0,-0.0,0.0,0.002,1,jog
0.4896,10,0.0,-0.0,-0.0,0.0,0.002,1,jog
0.4916,11,0.0,-0.0,-0.0,0.0,0.003,1,jog
0.494,12,0.0,-0.0,-0.0,0.0,0.003,1,jog
0.496,13,0.0,-0.0,-0.0,0.0,0.003,1,jog
0.4981,14,0.0,-0.0,-0.0,0.0,0.003,1,jog
0.5001,15,0.0,-0.0,-0.0,0.0,0.004,1,jog
0.5022,16,0.0,-0.0,-0.0,0.0,0.004,1,jog
0.5043,17,0.0,-0.0,-0.0,0.0,0.004,1,jog
0.5064,18,0.0,0.0,-0.0,0.0,0.004,1,jog
0.5084,19,0.0,0.0,-0.0,0.0,0.005,1,jog
0.5106,20,0.0,0.0,-0.0,0.0,0.005,1,jog
0.5127,21,0.0001,0.0,-0.0001,0.0,0.005,1,jog
0.5149,22,0.0001,0.0,-0.0001,0.0,0.005,1,jog
0.517,23,0.0001,0.0,-0.0001,0.0,0.006,1,jog
0.5191,24,0.0001,0.0,-0.0001,0.0,0.006,1,jog
0.5211,25,0.0001,0.0,-0.0001,0.0,0.006,1,jog
0.5232,26,0.0001,0.0,-0.0001,0.0,0.006,1,jog
0.5253,27,0.0001,0.0,-0.0001,0.0,0.006,1,jog
0.5275,28,0.0001,0.0,-0.0001,0.0,0.006,1,jog
0.5295,29,0.0001,0.0,-0.0001,0.0,0.006,1,jog
0.5317,30,0.0001,0.0,-0.0001,0.0,0.007,1,jog
0.5337,31,0.0001,0.0,-0.0001,0.0,0.007,1,jog
0.5358,32,0.0001,0.0,-0.0001,0.0,0.007,1,jog
0.5379,33,0.0001,0.0,-0.0001,0.0,0.007,1,jog
0.5399,34,0.0001,0.0,-0.0001,0.0,0.007,1,jog
0.542,35,0.0001,0.0,-0.0001,0.0,0.007,1,jog
0.5441,36,0.0001,-0.0,-0.0001,0.0,0.007,1,jog
0.5461,37,0.0001,-0.0,-0.0001,0.0,0.007,1,jog
0.5483,38,0.0001,-0.0,-0.0001,0.0,0.007,1,jog
0.5503,39,0.0001,-0.0,-0.0001,0.0,0.007,1,jog
0.5524,40,0.0001,-0.0,-0.0001,0.0,0.007,1,jog
0.5544,41,0.0001,-0.0,-0.0001,0.0,0.007,1,jog
0.5565,42,0.0001,-0.0,-0.0001,0.0,0.007,1,jog
0.5586,43,0.0001,-0.0,-0.0001,0.0,0.006,1,jog
0.5607,44,0.0001,-0.0,-0.0001,0.0,0.006,1,jog
0.5627,45,0.0001,-0.0,-0.0001,0.0,0.006,1,jog
0.5648,46,0.0001,-0.0,-0.0001,0.0,0.006,1,jog
0.5669,47,0.0001,-0.0001,-0.0001,0.0,0.006,1,jog
0.569,48,0.0001,-0.0001,-0.0001,0.0,0.006,1,jog
0.5711,49,0.0002,-0.0001,-0.0001,0.0,0.005,1,jog
0.5731,50,0.0002,-0.0001,-0.0001,0.0,0.005,1,jog
0.5752,51,0.0002,-0.0001,-0.0001,0.0,0.005,1,jog
0.5779,52,0.0002,-0.0001,-0.0002,0.0,0.005,1,jog
0.582,53,0.0002,-0.0001,-0.0002,0.0,0.004,1,jog
0.5845,54,0.0002,-0.0001,-0.0002,0.0,0.004,1,jog
0.5866,55,0.0002,-0.0001,-0.0002,0.0,0.004,1,jog
0.5902,56,0.0003,-0.0002,-0.0002,0.0,0.004,1,jog
0.5922,57,0.0003,-0.0002,-0.0002,0.0,0.004,1,jog
0.5949,58,0.0003,-0.0002,-0.0002,0.0,0.004,1,jog
0.5985,59,0.0003,-0.0002,-0.0002,0.0,0.003,1,jog
0.599,60,0.0003,-0.0003,-0.0002,0.0,0.001,1,jog
