time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.5556,1,0.0009,0.0004,-0.0008,0.2186,1.553,walk
0.5575,2,0.0009,0.0004,-0.0008,0.2186,1.553,walk
0.5583,3,0.0009,0.0004,-0.0008,0.2186,1.553,walk
0.5598,4,0.0017,0.0007,-0.0015,0.1875,1.585,walk
0.5614,5,0.0017,0.0007,-0.0015,0.1875,1.585,walk
0.5621,6,0.0017,0.0007,-0.0015,0.1875,1.585,walk
0.5628,7,0.0017,0.0007,-0.0015,0.1875,1.585,walk
0.5634,8,0.0017,0.0007,-0.0015,0.1875,1.585,walk
0.5654,9,0.0026,0.0011,-0.0024,0.2264,1.656,walk
0.566,10,0.0026,0.0011,-0.0024,0.2264,1.656,walk
0.5667,11,0.0026,0.0011,-0.0024,0.2264,1.656,walk
0.5674,12,0.0026,0.0011,-0.0024,0.2264,1.656,walk
0.5696,13,0.0036,0.0016,-0.0032,0.2282,1.709,walk
0.5703,14,0.0035,0.0016,-0.0032,0.2282,1.709,walk
0.5709,15,0.0035,0.0016,-0.0032,0.2282,1.709,walk
0.5716,16,0.0035,0.0016,-0.0032,0.2282,1.709,walk
0.5737,17,0.0043,0.002,-0.0039,0.1916,1.721,walk
0.5744,18,0.0043,0.002,-0.0039,0.1916,1.721,walk
0.575,19,0.0043,0.002,-0.0039,0.1916,1.721,walk
0.5757,20,0.0043,0.002,-0.0039,0.1916,1.721,walk
0.5779,21,0.0051,0.0023,-0.0045,0.1866,1.743,walk
0.5785,22,0.0051,0.0023,-0.0045,0.1866,1.743,walk
0.5792,23,0.0051,0.0023,-0.0045,0.1866,1.743,walk
0.5799,24,0.0051,0.0023,-0.0045,0.1866,1.743,walk
0.582,25,0.006,0.0029,-0.0053,0.2144,1.792,walk
0.5827,26,0.006,0.0029,-0.0053,0.2144,1.792,walk
0.5834,27,0.006,0.0029,-0.0053,0.2144,1.792,walk
0.5841,28,0.006,0.0029,-0.0053,0.2144,1.792,walk
0.5862,29,0.007,0.0035,-0.0061,0.2523,1.891,walk
0.5869,30,0.007,0.0035,-0.0061,0.2523,1.891,walk
0.5876,31,0.007,0.0035,-0.0061,0.2523,1.891,walk
0.5883,32,0.007,0.0035,-0.0061,0.2523,1.891,walk
0.5904,33,0.0079,0.004,-0.0068,0.2137,1.929,walk
0.5911,34,0.0079,0.004,-0.0068,0.2137,1.929,walk
0.5918,35,0.0079,0.004,-0.0068,0.2137,1.929,walk
0.5925,36,0.0079,0.004,-0.0068,0.2137,1.929,walk
0.5946,37,0.0087,0.0045,-0.0074,0.2043,1.947,walk
0.5955,38,0.0087,0.0045,-0.0074,0.2043,1.947,walk
0.5962,39,0.0087,0.0045,-0.0074,0.2043,1.947,walk
0.5984,40,0.0096,0.0051,-0.0082,0.2167,1.968,walk
0.5991,41,0.0096,0.0051,-0.0082,0.2167,1.968,walk
0.5998,42,0.0096,0.0051,-0.0082,0.2167,1.968,walk
0.6004,43,0.0096,0.0051,-0.0082,0.2167,1.968,walk
0.6014,44,0.0104,0.0056,-0.0088,0.2066,1.959,walk
0.6031,45,0.0104,0.0056,-0.0088,0.2066,1.96,walk
0.6038,46,0.0104,0.0056,-0.0088,0.2066,1.96,walk
0.6046,47,0.0104,0.0056,-0.0088,0.2066,1.96,walk
0.6074,48,0.0113,0.0063,-0.0095,0.2261,1.987,walk
0.6082,49,0.0113,0.0063,-0.0095,0.2261,1.987,walk
0.6089,50,0.0113,0.0063,-0.0095,0.2261,1.988,walk
0.61,51,0.0118,0.0066,-0.0098,0.1149,1.834,walk
0.6116,52,0.0118,0.0066,-0.0098,0.1149,1.834,walk
0.6122,53,0.0118,0.0066,-0.0098,0.1149,1.835,walk
0.6129,54,0.0118,0.0066,-0.0098,0.1149,1.835,walk
0.6139,55,0.0127,0.0072,-0.0104,0.2107,1.807,walk
0.6157,56,0.0127,0.0072,-0.0104,0.2107,1.807,walk
0.6163,57,0.0127,0.0072,-0.0104,0.2107,1.807,walk
0.617,58,0.0127,0.0072,-0.0104,0.2107,1.807,walk
0.6181,59,0.0136,0.0079,-0.0111,0.2245,1.794,walk
0.6197,60,0.0136,0.0079,-0.0111,0.2245,1.794,walk
0.6203,61,0.0136,0.0079,-0.0111,0.2245,1.794,walk
0.621,62,0.0136,0.0079,-0.0111,0.2245,1.794,walk
0.6216,63,0.0136,0.0079,-0.0111,0.2245,1.794,walk
0.6241,64,0.0144,0.0085,-0.0117,0.2113,1.764,walk
0.6249,65,0.0144,0.0085,-0.0117,0.2113,1.764,walk
0.6256,66,0.0144,0.0085,-0.0117,0.2113,1.764,walk
0.6267,67,0.0153,0.0091,-0.0123,0.2092,1.748,walk
0.6283,68,0.0153,0.0091,-0.0123,0.2092,1.748,walk
0.629,69,0.0153,0.0091,-0.0123,0.2092,1.748,walk
0.6297,70,0.0153,0.0091,-0.0123,0.2092,1.748,walk
0.6307,71,0.0162,0.0098,-0.0128,0.2313,1.723,walk
0.6323,72,0.0162,0.0098,-0.0128,0.2313,1.723,walk
0.633,73,0.0162,0.0098,-0.0128,0.2313,1.723,walk
0.6338,74,0.0162,0.0098,-0.0129,0.2313,1.723,walk
0.6348,75,0.017,0.0105,-0.0134,0.2101,1.682,walk
0.6364,76,0.017,0.0105,-0.0134,0.2101,1.682,walk
0.6372,77,0.017,0.0105,-0.0134,0.2101,1.682,walk
0.6379,78,0.017,0.0105,-0.0134,0.2101,1.682,walk
0.6391,79,0.0179,0.0112,-0.014,0.2339,1.678,walk
0.6408,80,0.0179,0.0112,-0.014,0.2339,1.678,walk
0.6414,81,0.0179,0.0112,-0.014,0.2339,1.678,walk
0.6421,82,0.0179,0.0112,-0.014,0.2339,1.678,walk
0.6434,83,0.0188,0.012,-0.0145,0.23,1.644,walk
0.645,84,0.0188,0.012,-0.0145,0.23,1.644,walk
0.6456,85,0.0188,0.012,-0.0145,0.23,1.645,walk
0.6463,86,0.0188,0.012,-0.0145,0.23,1.645,walk
0.6483,87,0.0197,0.0128,-0.015,0.2154,1.589,walk
0.649,88,0.0197,0.0128,-0.015,0.2154,1.589,walk
0.6497,89,0.0197,0.0128,-0.015,0.2154,1.589,walk
0.6504,90,0.0197,0.0128,-0.015,0.2154,1.589,walk
0.6514,91,0.0206,0.0136,-0.0155,0.2357,1.562,walk
0.6531,92,0.0206,0.0136,-0.0155,0.2357,1.562,walk
0.6538,93,0.0206,0.0136,-0.0155,0.2357,1.563,walk
0.6545,94,0.0206,0.0136,-0.0155,0.2357,1.563,walk
0.6566,95,0.0221,0.0149,-0.0163,0.3815,1.485,walk
0.6574,96,0.0221,0.0149,-0.0164,0.3815,1.485,walk
0.6583,97,0.0221,0.0149,-0.0164,0.3815,1.485,walk
0.6596,98,0.0228,0.0156,-0.0167,0.1905,1.372,walk
0.6615,99,0.0228,0.0156,-0.0167,0.1905,1.372,walk
0.6622,100,0.0228,0.0156,-0.0167,0.1905,1.372,walk
0.6629,101,0.0228,0.0156,-0.0167,0.1905,1.372,walk
0.6636,102,0.0228,0.0156,-0.0167,0.1905,1.372,walk
0.6656,103,0.0239,0.0166,-0.0172,0.2749,1.413,walk
0.6663,104,0.0239,0.0166,-0.0172,0.2749,1.413,walk
0.667,105,0.0239,0.0166,-0.0172,0.2749,1.413,walk
0.6677,106,0.0239,0.0166,-0.0172,0.2749,1.413,walk
0.6698,107,0.0247,0.0174,-0.0175,0.214,1.339,walk
0.6705,108,0.0247,0.0174,-0.0175,0.214,1.339,walk
0.6712,109,0.0247,0.0174,-0.0175,0.214,1.339,walk
0.6722,110,0.0254,0.0181,-0.0179,0.1945,1.221,walk
0.6739,111,0.0254,0.0181,-0.0179,0.1945,1.221,walk
0.6746,112,0.0254,0.0181,-0.0179,0.1945,1.222,walk
0.6753,113,0.0254,0.0181,-0.0179,0.1945,1.222,walk
0.6772,114,0.0264,0.019,-0.0183,0.2562,1.158,walk
0.678,115,0.0264,0.019,-0.0183,0.2562,1.158,walk
0.6786,116,0.0264,0.019,-0.0183,0.2562,1.158,walk
0.6793,117,0.0264,0.019,-0.0183,0.2562,1.158,walk
0.68,118,0.0264,0.019,-0.0183,0.2562,1.158,walk
0.682,119,0.0274,0.02,-0.0187,0.2501,1.212,walk
0.6827,120,0.0274,0.02,-0.0187,0.2501,1.212,walk
