time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.485,1,0.0,0.0,-0.0,0.0098,23.501,stand
0.4952,2,0.0001,0.0,-0.0001,0.0101,23.512,stand
0.4987,3,0.0001,0.0,-0.0001,0.008,23.516,stand
0.5099,4,0.0003,0.0,-0.0003,0.0119,23.532,stand
0.5143,5,0.0003,0.0,-0.0003,0.0099,23.537,stand
0.5174,6,0.0003,0.0,-0.0003,0.0087,23.545,stand
0.5293,7,0.0005,0.0001,-0.0005,0.0117,23.55,stand
0.5338,8,0.0005,0.0001,-0.0005,0.0098,23.551,stand
0.5391,9,0.0006,0.0001,-0.0005,0.0118,23.55,stand
0.5506,10,0.0007,0.0001,-0.0007,0.0152,23.542,stand
0.5572,11,0.0008,0.0001,-0.0008,0.0152,23.515,stand
0.5609,12,0.0008,0.0001,-0.0008,0.0117,23.509,stand
0.5711,13,0.0009,0.0001,-0.0009,0.0127,23.47,stand
0.5799,14,0.001,0.0001,-0.001,0.0127,23.436,stand
0.5822,15,0.001,0.0001,-0.001,0.0127,23.376,stand
0.5891,16,0.0012,0.0001,-0.0012,0.0275,23.329,stand
0.6048,17,0.0014,0.0002,-0.0014,0.0097,23.179,stand
0.6208,18,0.0015,0.0003,-0.0015,0.0115,22.934,stand
0.6361,19,0.0017,0.0002,-0.0017,0.0117,22.536,stand
0.6473,20,0.0018,0.0002,-0.0017,0.0103,22.28,stand
0.6517,21,0.0017,0.0001,-0.0017,0.0116,21.95,stand
0.6562,22,0.0017,0.0001,-0.0017,0.0124,21.832,stand
0.6675,23,0.0018,0.0,-0.0018,0.0151,21.638,stand
0.6777,24,0.0018,-0.0002,-0.0018,0.0127,21.164,stand
0.6822,25,0.0018,-0.0002,-0.0017,0.0119,21.031,stand
0.6906,26,0.0018,-0.0003,-0.0018,0.0157,20.938,stand
0.6991,27,0.0018,-0.0005,-0.0017,0.015,20.498,stand
0.7036,28,0.0019,-0.0005,-0.0018,0.0133,20.5,stand
0.7096,29,0.0018,-0.0008,-0.0017,0.0149,20.016,stand
0.7137,30,0.002,-0.001,-0.0017,0.015,19.86,stand
0.7192,31,0.0022,-0.0012,-0.0018,0.0129,19.789,stand
0.7268,32,0.0027,-0.0018,-0.002,0.015,19.428,stand
0.731,33,0.0028,-0.0019,-0.002,0.0165,19.242,stand
0.737,34,0.0028,-0.0019,-0.0021,0.0176,19.204,stand
0.7457,35,0.0029,-0.0019,-0.0023,0.0169,18.773,stand
0.7513,36,0.0029,-0.0018,-0.0023,0.0222,18.641,stand
0.7679,37,0.0031,-0.0016,-0.0026,0.0253,18.189,stand
0.7736,38,0.0032,-0.0016,-0.0028,0.0448,18.119,stand
0.7786,39,0.0033,-0.0016,-0.0029,0.0153,18.003,stand
0.7835,40,0.0033,-0.0016,-0.003,0.0237,17.928,stand
0.7956,41,0.0037,-0.0016,-0.0033,0.0191,17.84,stand
0.8011,42,0.0036,-0.0016,-0.0033,0.0193,17.56,stand
0.8085,43,0.0037,-0.0016,-0.0033,0.0199,17.481,stand
0.818,44,0.0038,-0.0016,-0.0035,0.0218,17.219,stand
0.8325,45,0.004,-0.0017,-0.0036,0.0341,16.899,stand
0.8413,46,0.0041,-0.0017,-0.0037,0.0312,16.7,stand
0.8495,47,0.0043,-0.0018,-0.0039,0.0234,16.589,stand
0.8593,48,0.0044,-0.0018,-0.004,0.0232,16.415,stand
0.8645,49,0.0044,-0.0017,-0.004,0.03,16.133,stand
0.8726,50,0.0045,-0.0017,-0.0042,0.0235,16.059,stand
0.8767,51,0.0046,-0.0017,-0.0042,0.028,16.006,stand
0.8826,52,0.0043,-0.0016,-0.004,0.0394,16.005,stand
0.8878,53,0.0042,-0.0015,-0.004,0.0394,15.801,stand
0.8907,54,0.0043,-0.0015,-0.004,0.0313,15.82,stand
0.8982,55,0.0044,-0.0016,-0.0041,0.0302,15.665,stand
0.9066,56,0.0045,-0.0017,-0.0042,0.0274,15.686,stand
0.9104,57,0.0045,-0.0017,-0.0041,0.029,15.509,stand
0.9124,58,0.0045,-0.0016,-0.0041,0.0261,15.46,stand
0.9229,59,0.0045,-0.0017,-0.0041,0.0221,15.4,stand
0.9292,60,0.0045,-0.0017,-0.0041,0.0217,15.271,stand
0.9298,61,0.0043,-0.0016,-0.004,0.0217,15.078,stand
0.9351,62,0.0044,-0.0017,-0.0041,0.03,15.097,stand
0.9396,63,0.0044,-0.0017,-0.0041,0.0255,15.02,stand
0.9456,64,0.0043,-0.0016,-0.004,0.0236,14.829,stand
0.9514,65,0.0043,-0.0016,-0.004,0.026,14.722,stand
0.9616,66,0.0042,-0.0015,-0.004,0.0251,14.49,stand
0.9691,67,0.0043,-0.0015,-0.004,0.0212,14.413,stand
0.9801,68,0.0045,-0.0015,-0.0043,0.022,14.553,stand
0.9857,69,0.0041,-0.0012,-0.0039,0.0252,13.941,stand
0.9915,70,0.0043,-0.0012,-0.0041,0.0345,13.943,stand
0.9936,71,0.0041,-0.0011,-0.0039,0.0345,13.694,stand
0.9978,72,0.0041,-0.0011,-0.0039,0.0295,13.605,stand
1.0045,73,0.0042,-0.001,-0.0041,0.0287,13.548,stand
1.0082,74,0.0043,-0.001,-0.0041,0.0289,13.552,stand
1.0165,75,0.0041,-0.0009,-0.004,0.0257,13.281,stand
1.0178,76,0.0042,-0.0011,-0.0041,0.0257,13.146,stand
