time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.5266,1,0.0,0.0,0.0,0.2142,0.0,1,stand
0.5286,2,0.0,0.0,-0.0,0.2142,0.0,1,walk
0.5306,3,0.001,0.0003,-0.0009,0.2277,0.066,1,walk
0.5326,4,0.001,0.0003,-0.0009,0.2277,0.067,1,walk
0.5347,5,0.002,0.0007,-0.0018,0.2437,0.133,1,walk
0.5368,6,0.002,0.0007,-0.0019,0.2437,0.133,1,walk
0.5388,7,0.0024,0.0008,-0.0023,0.1006,0.038,1,walk
0.5409,8,0.0024,0.0008,-0.0023,0.1006,0.038,1,walk
0.5429,9,0.0034,0.0012,-0.0032,0.2263,0.009,1,walk
0.545,10,0.0034,0.0012,-0.0032,0.2263,0.008,1,walk
0.547,11,0.0043,0.0016,-0.004,0.236,0.043,1,walk
0.5491,12,0.0043,0.0016,-0.004,0.236,0.043,1,walk
0.5511,13,0.0053,0.002,-0.0049,0.2334,0.085,1,walk
0.5532,14,0.0053,0.002,-0.0049,0.2334,0.085,1,walk
0.5554,15,0.0063,0.0023,-0.0059,0.2354,0.14,1,walk
0.5574,16,0.0063,0.0023,-0.0059,0.2354,0.141,1,walk
0.5597,17,0.0072,0.0026,-0.0068,0.2253,0.176,1,walk
0.5617,18,0.0072,0.0026,-0.0068,0.2253,0.176,1,walk
0.564,19,0.0082,0.0029,-0.0077,0.2387,0.236,1,walk
0.5661,20,0.0082,0.0029,-0.0077,0.2387,0.236,1,walk
0.5683,21,0.0092,0.0033,-0.0086,0.2242,0.265,1,walk
0.571,22,0.0101,0.0036,-0.0094,0.216,0.304,1,walk
0.5727,23,0.0101,0.0036,-0.0094,0.216,0.304,1,walk
0.5762,24,0.011,0.0039,-0.0103,0.2289,0.347,1,walk
0.5783,25,0.011,0.0039,-0.0103,0.2289,0.347,1,walk
0.5808,26,0.0121,0.0043,-0.0113,0.2565,0.432,1,walk
0.5829,27,0.0121,0.0043,-0.0113,0.2565,0.433,1,walk
