time_s,mocap_hz,classifier_hz,pd_ctrl_hz
1.005,240.08,22.13,480.28
2.005,240.03,20.63,480.64
3.005,240.01,20.37,479.46
4.004,239.96,20.25,479.01
5.005,240.01,20.18,479.66
6.005,239.94,19.97,479.78
