Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,-0.001257,-0.022276,0.626552,-0.779060,-1.119138,-0.557735,0.011307,0.001577,-0.040747,0.807883,-0.587930,-1.439008,-0.585285,0.013289,0.005362,0.021233,-0.608451,0.793290,-1.296264,-0.608030,0.930340
1,0.004167,-0.001574,-0.022256,0.626518,-0.779088,-1.119138,-0.557741,0.011335,0.001468,-0.040628,0.807845,-0.587992,-1.439035,-0.585276,0.013291,0.005011,0.021937,-0.608762,0.793033,-1.296223,-0.607804,0.930295
2,0.008333,-0.001589,-0.022375,0.626462,-0.779129,-1.119132,-0.557758,0.011354,0.001378,-0.040179,0.807885,-0.587967,-1.439092,-0.585283,0.013271,0.004831,0.022353,-0.609039,0.792811,-1.296201,-0.607572,0.930293
3,0.012500,-0.001668,-0.022441,0.626401,-0.779176,-1.119133,-0.557770,0.011371,0.001228,-0.040120,0.807909,-0.587939,-1.439124,-0.585263,0.013261,0.004570,0.022870,-0.609322,0.792580,-1.296163,-0.607324,0.930315
4,0.016667,-0.001852,-0.022481,0.626348,-0.779217,-1.119154,-0.557796,0.011409,0.001118,-0.039924,0.807917,-0.587942,-1.439184,-0.585272,0.013239,0.004488,0.023327,-0.609655,0.792311,-1.296118,-0.607048,0.930299
5,0.020833,-0.002279,-0.022574,0.626237,-0.779303,-1.119171,-0.557824,0.011461,0.000976,-0.039760,0.807931,-0.587934,-1.439234,-0.585262,0.013225,0.004192,0.021990,-0.609930,0.792139,-1.295908,-0.606661,0.930662
6,0.025000,-0.002717,-0.022637,0.626130,-0.779386,-1.119193,-0.557863,0.011528,0.000892,-0.039546,0.807974,-0.587889,-1.439288,-0.585278,0.013217,0.004490,0.021651,-0.610440,0.791753,-1.295821,-0.606362,0.930777
7,0.029167,-0.003273,-0.022707,0.625990,-0.779494,-1.119215,-0.557909,0.011592,0.000794,-0.039427,0.807979,-0.587891,-1.439350,-0.585258,0.013191,0.005599,0.021214,-0.611036,0.791299,-1.295679,-0.605939,0.930833
8,0.033333,-0.003039,-0.022920,0.625857,-0.779595,-1.119243,-0.557938,0.011624,0.000668,-0.039047,0.807954,-0.587950,-1.439386,-0.585248,0.013178,0.005767,0.021292,-0.611368,0.791039,-1.295522,-0.605599,0.930964
9,0.037500,-0.002478,-0.023150,0.625782,-0.779650,-1.119271,-0.557961,0.011645,0.000651,-0.038970,0.807950,-0.587960,-1.439435,-0.585245,0.013170,0.006038,0.021755,-0.611699,0.790769,-1.295367,-0.605277,0.931023
