time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.4035,1,0.0009,0.0002,-0.0008,0.2093,0.033,walk
0.4072,2,0.0018,0.0005,-0.0017,0.2158,0.053,walk
0.41,3,0.0018,0.0005,-0.0017,0.2158,0.053,walk
0.4116,4,0.0027,0.0008,-0.0025,0.2179,0.078,walk
0.4143,5,0.0027,0.0008,-0.0025,0.2179,0.078,walk
0.4176,6,0.004,0.0012,-0.0037,0.3057,0.263,walk
0.418,7,0.0039,0.0012,-0.0038,0.3057,0.263,walk
0.4199,8,0.0044,0.0014,-0.0042,0.115,0.126,walk
0.4232,9,0.0044,0.0014,-0.0042,0.115,0.126,walk
0.4267,10,0.0053,0.0017,-0.005,0.2083,0.141,walk
0.4271,11,0.0053,0.0017,-0.005,0.2083,0.141,walk
0.4304,12,0.0061,0.0019,-0.0058,0.2058,0.157,walk
0.4322,13,0.0075,0.0025,-0.0071,0.3225,0.351,walk
0.4342,14,0.0075,0.0025,-0.0071,0.3225,0.351,walk
0.4352,15,0.0075,0.0025,-0.0071,0.3225,0.35,walk
0.4363,16,0.0084,0.0027,-0.008,0.2328,0.424,walk
0.4381,17,0.0084,0.0027,-0.008,0.2328,0.423,walk
0.4392,18,0.0084,0.0027,-0.008,0.2328,0.423,walk
0.4416,19,0.0094,0.0031,-0.0089,0.2279,0.491,walk
0.4435,20,0.0094,0.0031,-0.0089,0.2279,0.491,walk
0.4466,21,0.0103,0.0035,-0.0097,0.2313,0.542,walk
0.447,22,0.0103,0.0035,-0.0097,0.2313,0.542,walk
0.4484,23,0.0112,0.0038,-0.0106,0.2143,0.564,walk
0.4502,24,0.0112,0.0038,-0.0106,0.2143,0.564,walk
0.4506,25,0.0112,0.0038,-0.0106,0.2143,0.564,walk
0.4517,26,0.0112,0.0038,-0.0106,0.2143,0.563,walk
0.4552,27,0.0122,0.0041,-0.0115,0.2278,0.629,walk
0.4556,28,0.0122,0.0041,-0.0114,0.2278,0.629,walk
0.4584,29,0.0132,0.0045,-0.0124,0.2437,0.695,walk
0.4614,30,0.0136,0.0046,-0.0128,0.1032,0.523,walk
0.4641,31,0.0136,0.0046,-0.0128,0.1032,0.522,walk
0.4674,32,0.0145,0.0049,-0.0137,0.2267,0.551,walk
0.468,33,0.0145,0.0049,-0.0137,0.2267,0.55,walk
0.4691,34,0.0145,0.005,-0.0137,0.2267,0.55,walk
0.4711,35,0.0155,0.0054,-0.0145,0.2369,0.601,walk
0.4729,36,0.0155,0.0054,-0.0145,0.2369,0.601,walk
0.4748,37,0.0165,0.0057,-0.0154,0.2341,0.642,walk
0.4769,38,0.0165,0.0057,-0.0154,0.2341,0.642,walk
0.4787,39,0.0175,0.0061,-0.0164,0.2362,0.697,walk
0.4801,40,0.0174,0.0061,-0.0164,0.2362,0.696,walk
0.4812,41,0.0174,0.0061,-0.0164,0.2362,0.696,walk
0.4842,42,0.0184,0.0063,-0.0172,0.2261,0.73,walk
0.4852,43,0.0184,0.0064,-0.0172,0.2261,0.73,walk
0.488,44,0.0194,0.0067,-0.0182,0.2404,0.789,walk
0.4883,45,0.0194,0.0067,-0.0182,0.2404,0.789,walk
0.4894,46,0.0194,0.0067,-0.0182,0.2404,0.789,walk
0.4931,47,0.0203,0.007,-0.019,0.2254,0.818,walk
0.4975,48,0.0212,0.0074,-0.0199,0.2168,0.855,walk
0.4986,49,0.0221,0.0077,-0.0208,0.229,0.898,walk
0.5006,50,0.0221,0.0077,-0.0208,0.229,0.897,walk
0.5018,51,0.0221,0.0077,-0.0208,0.229,0.897,walk
0.503,52,0.0232,0.0081,-0.0218,0.257,0.982,walk
0.5054,53,0.0232,0.0081,-0.0218,0.257,0.982,walk
0.5067,54,0.0232,0.0081,-0.0218,0.257,0.981,walk
0.5083,55,0.0242,0.0084,-0.0227,0.2391,1.045,walk
0.5159,56,0.026,0.009,-0.0244,0.2308,1.115,walk
0.5185,57,0.026,0.009,-0.0244,0.2308,1.114,walk
0.5207,58,0.027,0.0094,-0.0253,0.237,1.171,walk
0.5272,59,0.0279,0.0097,-0.0262,0.2232,1.249,walk
0.5306,60,0.0289,0.01,-0.0271,0.2338,1.314,walk
0.5323,61,0.0298,0.0103,-0.028,0.2294,1.357,walk
0.5344,62,0.0298,0.0103,-0.028,0.2294,1.357,walk
0.5348,63,0.0298,0.0103,-0.028,0.2294,1.357,walk
0.5369,64,0.0307,0.0107,-0.0288,0.2159,1.395,walk
0.5383,65,0.0307,0.0107,-0.0288,0.2159,1.395,walk
0.5396,66,0.0307,0.0107,-0.0288,0.2159,1.395,walk
